Bicycle_Type,Bicycle_Frame,Bicycle_Color,Bicycle_Make,Bicycle_Value,cluster
TOURING,MEN'S,GREEN,NORCO,1400,cluster_39
HYBRID,WOMEN'S,WHITE,NORTHROCK,300,cluster_21
RACER,UNISEX,WHITE,DEDACCIAI,1800,cluster_10
REGULAR,MEN'S,GREEN,CCM,500,cluster_29
REGULAR,UNISEX,GREEN,BIANCHI,300,cluster_6
HYBRID,MEN'S,BEIGE,DAVINCI,200,cluster_30
MOUNTAIN,MEN'S,SILK,GIANT,600,cluster_8
MOUNTAIN,MEN'S,BLACK,GHOST,800,cluster_37
HYBRID,MEN'S,WHITE,MEC,650,cluster_3
TOURING,MEN'S,BLACK,SCHWINN,600,cluster_5
HYBRID,MEN'S,BLACK,DEVINCI,670,cluster_31
HYBRID,WOMEN'S,PURPLE,SPECIALIZED,518,cluster_21
HYBRID,MEN'S,BLUE,DIAMONDBACK,776,cluster_35
TOURING,MEN'S,RED,KONA,1500,cluster_39
RACER,MEN'S,BLUE,TREK,1700,cluster_39
MOUNTAIN,WOMEN'S,RED,KUNSTAD,450,cluster_20
OTHER,UNISEX,BLUE,MYSIXE,350,cluster_32
HYBRID,MEN'S,BLACK,ROCKY MOUNTAIN,500,cluster_31
REGULAR,MEN'S,BLUE,NORCO,250,cluster_29
TOURING,WOMEN'S,GREEN,RALEIGH,200,cluster_18
HYBRID,UNISEX,WHITE,RALEIGH,400,cluster_25
REGULAR,WOMEN'S,WHITE,RALEIGH,200,cluster_38
OTHER,MEN'S,BLUE,ROCKY MOUNTAN,1350,cluster_22
REGULAR,MEN'S,BLUE,TREK,630,cluster_29
HYBRID,MEN'S,BLUE,KONA,200,cluster_35
MOUNTAIN,UNISEX,GRAY,UNKNOWN,200,cluster_2
HYBRID,MEN'S,GRAY,BMC,3000,cluster_36
HYBRID,UNISEX,GRAY,EVO,450,cluster_25
HYBRID,UNISEX,GRAY,GIANT,800,cluster_25
MOUNTAIN,WOMEN'S,GREEN,SPYDER,200,cluster_11
HYBRID,WOMEN'S,MAROON,EASTWOOD,600,cluster_21
MOUNTAIN,MEN'S,BLACK,UNKNOWN,800,cluster_37
HYBRID,MEN'S,ORANGE,GIANT,300,cluster_30
OTHER,MEN'S,RED,PROTOUR,100,cluster_5
REGULAR,MEN'S,GRAY,N/A,100,cluster_29
HYBRID,WOMEN'S,WHITE,LOUIS GARNEAU,250,cluster_21
HYBRID,MEN'S,BLACK,GT,300,cluster_31
MOUNTAIN,WOMEN'S,WHITE,TREK,500,cluster_28
TOURING,MEN'S,GRAY,DEVINCI,1600,cluster_39
MOUNTAIN,WOMEN'S,WHITE,SCHWINN,200,cluster_28
RACER,MEN'S,RED,FOCUS,750,cluster_16
OTHER,MEN'S,ORANGE,GIANT,4000,cluster_9
RACER,MEN'S,WHITE,CINELLI,2200,cluster_39
HYBRID,MEN'S,RED,ROCKY MOUNTAIN,750,cluster_30
MOUNTAIN,MEN'S,RED,GIANT,400,cluster_8
MOUNTAIN,WOMEN'S,BLACK,BLADE,500,cluster_11
MOUNTAIN,MEN'S,BLUE,HYPER,130,cluster_7
MOUNTAIN,MEN'S,SILK,SPECIALIZED,1200,cluster_8
MOUNTAIN,CHILD'S,BLACK,TREK,350,cluster_13
MOUNTAIN,UNISEX,WHITE,SUPERCYCLE,100,cluster_2
HYBRID,WOMEN'S,BLUE,TREK,1000,cluster_21
HYBRID,MEN'S,BLACK,SCHWINN,500,cluster_31
HYBRID,MEN'S,BLACK,DEVINCI,850,cluster_31
HYBRID,MEN'S,BLACK,CROSS,1000,cluster_17
HYBRID,UNISEX,GREEN,ECLIPSE,1000,cluster_25
MOUNTAIN,MEN'S,GOLDEN,SCHWINN,800,cluster_8
HYBRID,MEN'S,RED,TREK 3 FX,1000,cluster_30
MOUNTAIN,UNISEX,RED,ROCKY MOUNTAIN,1500,cluster_2
MOUNTAIN,MEN'S,BLACK,N/A,400,cluster_37
HYBRID,MEN'S,WHITE,CANNNONDALE,1000,cluster_3
MOUNTAIN,MEN'S,BLACK,G.T.,800,cluster_37
RACER,MEN'S,BLACK,HYPER BICYCLES,248,cluster_16
MOUNTAIN,MEN'S,BLUE,GT,800,cluster_7
HYBRID,UNISEX,BLACK,NORCO,665,cluster_25
HYBRID,MEN'S,BLUE,CUBE NATURE,1100,cluster_35
OTHER,MEN'S,RED,JAMIS,300,cluster_5
REGULAR,MEN'S,BROWN,TREK,1500,cluster_39
HYBRID,MEN'S,GREEN,ORBIA,700,cluster_30
HYBRID,WOMEN'S,WHITE,TREK,700,cluster_21
MOUNTAIN,MEN'S,RED,ECLIPSE,1500,cluster_14
HYBRID,MEN'S,BLACK,NAKAMURA,250,cluster_31
MOUNTAIN,MEN'S,GREEN,HUFFY,178,cluster_8
HYBRID,WOMEN'S,BLACK,GIANT,500,cluster_0
MOUNTAIN,MEN'S,GREEN,SCOTT,1200,cluster_8
MOUNTAIN,MEN'S,BLACK,CCM,400,cluster_37
MOUNTAIN,MEN'S,GREEN,DIADORA,336,cluster_8
MOUNTAIN,MEN'S,RED,CCM,250,cluster_8
HYBRID,WOMEN'S,GRAY,GIANT,450,cluster_21
REGULAR,WOMEN'S,SILK,TREK,1500,cluster_34
HYBRID,MEN'S,RED,GIANT,1200,cluster_30
HYBRID,MEN'S,TURQUOISE,NORC,250,cluster_30
MOUNTAIN,CHILD'S,BLACK,NORCO,50,cluster_13
MOUNTAIN,MEN'S,BLACK,SCHWINN,500,cluster_37
MOUNTAIN,MEN'S,ORANGE,DEVINCI,200,cluster_8
HYBRID,UNISEX,BLACK,TREK,200,cluster_25
REGULAR,MEN'S,BLACK,CANNONDALE,850,cluster_24
MOUNTAIN,MEN'S,BLUE,THE ROCK,100,cluster_7
HYBRID,WOMEN'S,GRAY,SPECIALIZED,1300,cluster_21
HYBRID,WOMEN'S,PURPLE,SCHWINN,370,cluster_21
MOUNTAIN,MEN'S,GREEN,NORCO,2000,cluster_14
HYBRID,MEN'S,BLACK,GHOST,915,cluster_17
HYBRID,MEN'S,GRAY,SPECIALIZED,1000,cluster_12
OTHER,WOMEN'S,BLACK,SCHWINN,500,cluster_15
HYBRID,UNISEX,RED,SPECIALIZED,500,cluster_25
MOUNTAIN,MEN'S,PURPLE,UNKNOWN,100,cluster_8
HYBRID,MEN'S,BLACK,MARIN,900,cluster_31
MOUNTAIN,MEN'S,ORANGE,TREK,300,cluster_8
HYBRID,UNISEX,BLACK,TREK,800,cluster_25
MOUNTAIN,MEN'S,WHITE,CCM,500,cluster_28
RACER,WOMEN'S,GRAY,TREK,1100,cluster_34
MOUNTAIN,CHILD'S,BLACK,CCM,360,cluster_13
HYBRID,MEN'S,GRAY,BRODIE,800,cluster_12
MOUNTAIN,MEN'S,BLACK,KONA,300,cluster_37
MOUNTAIN,WOMEN'S,BLUE,NORCO,340,cluster_11
MOUNTAIN,MEN'S,BLUE,CCM,80,cluster_7
TOURING,WOMEN'S,RED,SEKINE,300,cluster_18
HYBRID,WOMEN'S,BLUE,DEVINCI,130,cluster_21
MOUNTAIN,UNISEX,RED,INFINITY,200,cluster_2
RACER,UNISEX,BLACK,JAMIS,460,cluster_27
BMX,MEN'S,GRAY,GT PERFORMER,300,cluster_26
HYBRID,MEN'S,BLACK,GT,600,cluster_31
MOUNTAIN,MEN'S,GRAY,KONA,1000,cluster_12
MOUNTAIN,MEN'S,GRAY,NORTHROCK,450,cluster_12
MOUNTAIN,MEN'S,GREEN,SCOTT,2000,cluster_14
TOURING,MEN'S,GREEN,VELO SPORT,300,cluster_22
HYBRID,WOMEN'S,SILK,GT,550,cluster_21
HYBRID,MEN'S,GRAY,NORTH ROCK,399,cluster_12
HYBRID,MEN'S,BLACK,DIADORA,450,cluster_31
HYBRID,WOMEN'S,WHITE,KUNSTADT,700,cluster_21
MOUNTAIN,MEN'S,BLACK,UNKNOWN,800,cluster_37
HYBRID,MEN'S,BLACK,NORCO,500,cluster_31
HYBRID,MEN'S,BLACK,ROCKY MOUNTAIN,700,cluster_31
RACER,MEN'S,BLACK,ROCKY MOUNTAIN,1200,cluster_16
MOUNTAIN,MEN'S,BROWN,NORCO,3500,cluster_9
HYBRID,MEN'S,BLACK,GIANT,700,cluster_17
MOUNTAIN,MEN'S,BLACK,NORCO,750,cluster_37
HYBRID,MEN'S,BLUE,GIANT,750,cluster_35
MOUNTAIN,MEN'S,SILK,NORTHLAND (COST,50,cluster_8
MOUNTAIN,WOMEN'S,BLUE,GIANT (LIV),700,cluster_11
MOUNTAIN,MEN'S,BLUE,NAKAMURA,160,cluster_7
HYBRID,UNISEX,BLUE,SCHWINN,450,cluster_25
MOUNTAIN,UNISEX,WHITE,GIANT,790,cluster_2
HYBRID,MEN'S,BLACK,SCHWINN,600,cluster_31
HYBRID,UNISEX,GRAY,GIANT,850,cluster_25
OTHER,UNISEX,BLACK,SPECIALIZED,300,cluster_32
HYBRID,MEN'S,BLUE,DAVINCI,550,cluster_35
MOUNTAIN,MEN'S,BLACK,GT,500,cluster_37
REGULAR,UNISEX,WHITE,LOUIS GARNEAU,900,cluster_6
HYBRID,MEN'S,BLUE,GARY FISHER,500,cluster_35
REGULAR,MEN'S,BLUE,BIANCHI,400,cluster_29
MOUNTAIN,MEN'S,BLACK,SUPERCYCLE,110,cluster_37
HYBRID,MEN'S,BLACK,FORTIFIED,875,cluster_17
HYBRID,UNISEX,GRAY,NEXT,4000,cluster_9
HYBRID,UNISEX,BLACK,UNKNOWN,250,cluster_25
HYBRID,MEN'S,WHITE,TREK,800,cluster_3
RACER,MEN'S,BLUE,SUPERCYCLE,70,cluster_16
MOUNTAIN,UNISEX,BLACK,HYPER,158,cluster_13
HYBRID,MEN'S,WHITE,OPUS,2500,cluster_39
MOUNTAIN,MEN'S,ORANGE,KUNSTADT,50,cluster_8
RACER,WOMEN'S,WHITE,TREK,6000,cluster_33
TRICYCLE,UNISEX,GRAY,ADULT TRICYCLE,400,cluster_32
REGULAR,WOMEN'S,WHITE,GIANT,200,cluster_38
HYBRID,MEN'S,GRAY,TREK,500,cluster_12
REGULAR,UNISEX,WHITE,NEXT,90,cluster_6
HYBRID,WOMEN'S,GRAY,SUPERCYCLE,300,cluster_21
MOUNTAIN,MEN'S,WHITE,SPECIALIZED,500,cluster_28
RACER,MEN'S,RED,ZYCLE FIX,500,cluster_16
HYBRID,MEN'S,BLACK,NORCO,800,cluster_31
HYBRID,UNISEX,BLACK,TREK,678,cluster_25
RACER,MEN'S,BLACK,CENTURIAN,200,cluster_16
HYBRID,MEN'S,BLACK,GARNEAU,720,cluster_31
MOUNTAIN,UNISEX,BLUE,RALEIGH,70,cluster_2
RACER,MEN'S,BLACK,HYPER,250,cluster_16
OTHER,UNISEX,GREEN,SIMCOE,8000,cluster_4
MOUNTAIN,UNISEX,GREEN,TRIUMPH(2)/RALE,80,cluster_23
TOURING,MEN'S,WHITE,UNKNOWN,1000,cluster_3
MOUNTAIN,MEN'S,BLACK,CCM,325,cluster_37
HYBRID,WOMEN'S,WHITE,SCOTT,550,cluster_21
MOUNTAIN,UNISEX,PURPLE,TRIUMPH,60,cluster_2
REGULAR,MEN'S,BLACK,GT,400,cluster_24
HYBRID,MEN'S,BLACK,GT,455,cluster_31
HYBRID,WOMEN'S,RED,TREK,679,cluster_21
HYBRID,MEN'S,BLACK,TREK,1500,cluster_17
REGULAR,WOMEN'S,BLACK,SUPERCYCLE,100,cluster_38
HYBRID,UNISEX,BLACK,SCHWINN,600,cluster_25
HYBRID,WOMEN'S,BLACK,OPUS,750,cluster_0
HYBRID,UNISEX,GRAY,NORTHROCK,400,cluster_25
HYBRID,MEN'S,BLUE,CMM,500,cluster_35
HYBRID,WOMEN'S,BLUE,MIELE,1000,cluster_21
HYBRID,MEN'S,GRAY,DEVINCI,749,cluster_12
HYBRID,WOMEN'S,BROWN,NORCO,200,cluster_21
HYBRID,WOMEN'S,PURPLE,SPECIALIZED,900,cluster_21
MOUNTAIN,MEN'S,GRAY,ROCKY MOUNTAIN,400,cluster_12
MOUNTAIN,CHILD'S,RED,TREK,250,cluster_20
TOURING,UNISEX,RED,COCA COLA,400,cluster_32
OTHER,MEN'S,BLUE,HUFFY,130,cluster_22
MOUNTAIN,MEN'S,RED,CMM,300,cluster_8
HYBRID,MEN'S,SILK,N/A,550,cluster_30
HYBRID,MEN'S,BLACK,TREK,750,cluster_17
MOUNTAIN,MEN'S,YELLOW,CMM,400,cluster_8
REGULAR,MEN'S,BLACK,GIANT,700,cluster_24
MOUNTAIN,WOMEN'S,BLUE,SCHWINN,400,cluster_11
HYBRID,MEN'S,BLACK,CUBE,1000,cluster_17
REGULAR,UNISEX,RED,N/A,100,cluster_6
MOUNTAIN,MEN'S,BLUE,GT,650,cluster_7
HYBRID,MEN'S,BLACK,TREK,600,cluster_17
HYBRID,UNISEX,GREEN,OPUS,500,cluster_25
HYBRID,MEN'S,BLACK,GIANT,750,cluster_17
HYBRID,MEN'S,GRAY,LOUIS GARNEAU,680,cluster_12
HYBRID,MEN'S,BLUE,GIANT,700,cluster_35
HYBRID,MEN'S,GRAY,TREK,400,cluster_12
OTHER,MEN'S,GREEN,N/A,500,cluster_5
HYBRID,WOMEN'S,GREEN,RALEIGH,680,cluster_21
HYBRID,WOMEN'S,GREEN,NORCO,600,cluster_21
REGULAR,WOMEN'S,RED,N/A,500,cluster_38
MOUNTAIN,MEN'S,SILK,CCM,600,cluster_8
HYBRID,MEN'S,BLACK,DIADORA,200,cluster_31
RACER,MEN'S,BLUE,SUPERCYCLE,299,cluster_16
OTHER,CHILD'S,BLACK,UNKNOWN,250,cluster_5
HYBRID,MEN'S,BLACK,KONA,1500,cluster_17
MOUNTAIN,MEN'S,BLUE,HUFFY,250,cluster_7
MOUNTAIN,UNISEX,BLACK,SPECIALIZED,200,cluster_13
HYBRID,MEN'S,GRAY,UNKNOWN,500,cluster_12
OTHER,MEN'S,BLACK,UNKNOWN,300,cluster_5
RACER,MEN'S,BLUE,NAKAMURA,550,cluster_16
OTHER,MEN'S,BLACK,UNKNOWN,300,cluster_5
MOUNTAIN,UNISEX,BLACK,SPECIALIZED,500,cluster_13
MOUNTAIN,UNISEX,PURPLE,TRIUMPH,50,cluster_2
HYBRID,MEN'S,BLACK,EVO,470,cluster_31
REGULAR,MEN'S,SILK,RALEIGH,100,cluster_29
BMX,MEN'S,BLACK,N/A,145,cluster_26
HYBRID,MEN'S,BLACK,GARNEAU,500,cluster_31
REGULAR,MEN'S,BLUE,SURLY,750,cluster_29
TOURING,MEN'S,BLACK,GIANT,900,cluster_5
BMX,MEN'S,BLACK,CAPIX,350,cluster_26
MOUNTAIN,MEN'S,BLACK,SUPERCYCLE,130,cluster_37
RACER,WOMEN'S,WHITE,NORCO,2000,cluster_34
REGULAR,UNISEX,BLACK,N/A,150,cluster_6
TOURING,MEN'S,BLACK,GIANT,920,cluster_5
REGULAR,MEN'S,GRAY,N/A,400,cluster_29
HYBRID,UNISEX,GREEN,TREK,500,cluster_25
HYBRID,MEN'S,PURPLE,TREK,300,cluster_30
MOUNTAIN,CHILD'S,RED,GHOST,600,cluster_20
REGULAR,MEN'S,RED,SCHWINN,200,cluster_29
RACER,CHILD'S,BLACK,MEC,825,cluster_27
OTHER,MEN'S,WHITE,UNKNOWN,250,cluster_5
RACER,WOMEN'S,BLACK,BIANCHI,1000,cluster_34
HYBRID,MEN'S,BLACK,GT VANTARA COMP,350,cluster_31
MOUNTAIN,UNISEX,BLACK,CANONDALE,1500,cluster_13
REGULAR,UNISEX,GOLDEN,N/A,1500,cluster_6
HYBRID,MEN'S,GRAY,GIANT,795,cluster_12
HYBRID,MEN'S,BLACK,GT,700,cluster_31
HYBRID,WOMEN'S,SILK,TREK,600,cluster_21
MOUNTAIN,MEN'S,BLUE,KONA,729,cluster_7
MOUNTAIN,MEN'S,WHITE,CANNONDALE,1500,cluster_14
RACER,UNISEX,RED,PROLOGUE,2000,cluster_10
BMX,MEN'S,ORANGE,TORY,200,cluster_26
MOUNTAIN,UNISEX,WHITE,ELECTRA SPORT,800,cluster_2
MOUNTAIN,MEN'S,BLUE,GT TEMPAST,800,cluster_7
MOUNTAIN,MEN'S,WHITE,SUPER CYCLE,150,cluster_28
REGULAR,MEN'S,GRAY,INFINITY,85,cluster_29
REGULAR,MEN'S,BLACK,N/A,200,cluster_24
HYBRID,CHILD'S,BLUE,GIANT,500,cluster_35
MOUNTAIN,MEN'S,RED,CCM,230,cluster_8
MOUNTAIN,MEN'S,BLACK,TREK,800,cluster_37
OTHER,UNISEX,GRAY,GIANT,1400,cluster_32
RACER,MEN'S,BLACK,LOUIS GARNEAU,725,cluster_16
HYBRID,MEN'S,GRAY,MARIN,470,cluster_12
MOUNTAIN,MEN'S,BLACK,NITROUS SUPERCY,364,cluster_37
REGULAR,MEN'S,BROWN,OPUS,400,cluster_29
HYBRID,MEN'S,RED,KUNSTADT,400,cluster_30
HYBRID,WOMEN'S,GRAY,UNKNOWN,499,cluster_21
MOUNTAIN,CHILD'S,RED,DEVINCI,600,cluster_20
REGULAR,MEN'S,GRAY,TREK,200,cluster_29
REGULAR,MEN'S,SILK,MIELE,300,cluster_29
TOURING,UNISEX,BLACK,PROLOGUE,1900,cluster_10
REGULAR,WOMEN'S,PURPLE,LIV (GIANT),600,cluster_38
HYBRID,MEN'S,BLUE,UNIVEGA,600,cluster_35
OTHER,MEN'S,RED,APEX,950,cluster_5
HYBRID,MEN'S,SILK,GIANT,600,cluster_30
MOUNTAIN,MEN'S,BLACK,GIANT,700,cluster_37
MOUNTAIN,MEN'S,SILK,TREK,535,cluster_8
MOUNTAIN,WOMEN'S,BLACK,GIANT,1200,cluster_11
MOUNTAIN,MEN'S,BLUE,FUJI,900,cluster_7
REGULAR,WOMEN'S,BLUE,N/A,300,cluster_38
OTHER,CHILD'S,WHITE,UNKNOWN,50,cluster_15
HYBRID,MEN'S,BLACK,WINORA,900,cluster_17
MOUNTAIN,MEN'S,BLACK,SPECIALIZED,1200,cluster_37
BMX,CHILD'S,GREEN,DK,300,cluster_26
OTHER,MEN'S,BLUE,SUPERCYCLE,229,cluster_22
MOUNTAIN,MEN'S,BLACK,HUFFY,120,cluster_37
REGULAR,WOMEN'S,WHITE,DIADORA,400,cluster_38
MOUNTAIN,MEN'S,BLACK,NORCO,400,cluster_37
MOUNTAIN,CHILD'S,BLUE,TREK,650,cluster_7
HYBRID,MEN'S,BLACK,GIANT,837,cluster_17
HYBRID,MEN'S,GRAY,LOUIS GARNEAU,747,cluster_12
MOUNTAIN,MEN'S,BLACK,TREK,770,cluster_37
MOUNTAIN,CHILD'S,GRAY,SUPERCYCLE,804,cluster_20
MOUNTAIN,WOMEN'S,PURPLE,LEADER,100,cluster_11
MOUNTAIN,UNISEX,RED,ROCKY MOUNTAIN,800,cluster_2
HYBRID,MEN'S,BLACK,SCHWINN,550,cluster_31
MOUNTAIN,MEN'S,GREEN,SPECIALIZED,1000,cluster_8
RACER,WOMEN'S,WHITE,GIANT,900,cluster_34
HYBRID,MEN'S,BLACK,GARNEAU,800,cluster_31
MOUNTAIN,MEN'S,BLACK,GIANT,1200,cluster_37
TOURING,UNISEX,RED,FIORI,1000,cluster_32
HYBRID,MEN'S,BLUE,GIANT,900,cluster_35
REGULAR,CHILD'S,TURQUOISE,UNKNOWN,75,cluster_29
MOUNTAIN,UNISEX,BLUE,GIANT,800,cluster_2
HYBRID,MEN'S,GRAY,GIANT,699,cluster_12
REGULAR,WOMEN'S,BLUE,LIV,699,cluster_38
MOUNTAIN,MEN'S,BLACK,MARIN,800,cluster_37
HYBRID,MEN'S,BLACK,GIANT,1500,cluster_17
HYBRID,MEN'S,GRAY,UNKNOWN,200,cluster_12
MOUNTAIN,MEN'S,SILK,ECLIPSE,600,cluster_8
MOUNTAIN,MEN'S,BLACK,SPECIALIZED,1250,cluster_37
HYBRID,MEN'S,RED,DEVINCI,900,cluster_30
RACER,MEN'S,BLACK,NORTHROCK,678,cluster_16
HYBRID,MEN'S,GRAY,LUOIS GARNEAU,1000,cluster_12
MOUNTAIN,UNISEX,BLACK,SUPERCYCLE,120,cluster_13
REGULAR,MEN'S,GREEN,MASI,1000,cluster_29
HYBRID,MEN'S,BLACK,DEVINCI,1000,cluster_17
MOUNTAIN,MEN'S,RED,GT,500,cluster_8
HYBRID,MEN'S,BLACK,TREK,400,cluster_17
HYBRID,MEN'S,SILK,GIANT,400,cluster_30
HYBRID,MEN'S,BLACK,APOLLO,900,cluster_17
TOURING,MEN'S,BLUE,GIANT,1100,cluster_22
HYBRID,MEN'S,BLUE,TREK,650,cluster_35
MOUNTAIN,MEN'S,ORANGE,GT,700,cluster_8
OTHER,WOMEN'S,GREEN,NORCO,2000,cluster_34
MOUNTAIN,UNISEX,WHITE,GT,50,cluster_2
MOUNTAIN,MEN'S,GREEN,ROCKY MOUNTAIN,3000,cluster_9
MOUNTAIN,MEN'S,BLACK,NORCO,800,cluster_37
REGULAR,UNISEX,GRAY,UNKNOWN,100,cluster_6
MOUNTAIN,MEN'S,BLACK,DIADORA,250,cluster_37
HYBRID,WOMEN'S,PURPLE,LIV,650,cluster_21
REGULAR,UNISEX,BLACK,KUNSTADT,300,cluster_6
TOURING,WOMEN'S,RED,UNKNOWN,300,cluster_18
MOUNTAIN,MEN'S,BLACK,CCM,750,cluster_37
HYBRID,MEN'S,BLUE,RALEIGH,850,cluster_35
MOUNTAIN,MEN'S,BLUE,GIANT,700,cluster_7
HYBRID,MEN'S,WHITE,GIANT,50,cluster_3
HYBRID,WOMEN'S,GREEN,DEVINCI,700,cluster_21
HYBRID,WOMEN'S,BLACK,TREK,600,cluster_0
REGULAR,MEN'S,BLACK,UNKNOWN,1000,cluster_24
RACER,MEN'S,BLACK,BATTAGLIN,4000,cluster_9
RACER,MEN'S,YELLOW,ECLIPSE,1000,cluster_16
MOUNTAIN,CHILD'S,BLACK,NORTHROCK,500,cluster_13
HYBRID,UNISEX,BLUE,SUPERCYCLE,250,cluster_25
HYBRID,UNISEX,BLUE,DEVINCI,700,cluster_25
MOUNTAIN,CHILD'S,BLUE,GIANT,699,cluster_7
MOUNTAIN,UNISEX,GREEN,N/A,300,cluster_23
MOUNTAIN,MEN'S,GRAY,CCM,460,cluster_12
REGULAR,WOMEN'S,GREEN,BERTRAND,1400,cluster_34
MOUNTAIN,MEN'S,BLACK,GHOST,850,cluster_37
MOUNTAIN,MEN'S,RED,NORCO,1120,cluster_8
BMX,CHILD'S,BLUE,GT,300,cluster_26
MOUNTAIN,MEN'S,WHITE,GIANT,500,cluster_28
REGULAR,MEN'S,BLACK,MARIN,600,cluster_24
REGULAR,MEN'S,BLACK,CRITICAL CYCLE,330,cluster_24
BMX,MEN'S,BLACK,WE THE PEOPLE,600,cluster_26
HYBRID,MEN'S,BLACK,NORCO,480,cluster_31
REGULAR,WOMEN'S,BLACK,TRECK,2000,cluster_34
REGULAR,MEN'S,BLACK,UNKNOWN,280,cluster_24
REGULAR,MEN'S,GRAY,KHS,150,cluster_29
HYBRID,MEN'S,BLACK,TREK,500,cluster_17
MOUNTAIN,MEN'S,GRAY,N/A,300,cluster_12
MOUNTAIN,CHILD'S,RED,SUPERCYCLE,250,cluster_20
RACER,UNISEX,BLACK,PEUGEOT,400,cluster_27
HYBRID,MEN'S,GRAY,TREK,1000,cluster_12
REGULAR,MEN'S,BLACK,SMS,109,cluster_24
HYBRID,MEN'S,GREEN,CANNONDALE,650,cluster_30
OTHER,MEN'S,RED,STEPHENS & REMO,2000,cluster_39
BMX,CHILD'S,BLUE,CAPIX,300,cluster_26
MOUNTAIN,MEN'S,RED,UNKOWN,400,cluster_8
MOUNTAIN,MEN'S,BLACK,TREK,3890,cluster_9
HYBRID,MEN'S,BLACK,NORCO,400,cluster_31
HYBRID,MEN'S,BLACK,SPECIALIZED,300,cluster_31
MOUNTAIN,MEN'S,WHITE,CANNONDALE,1600,cluster_14
HYBRID,MEN'S,BLACK,G.T.,550,cluster_31
HYBRID,MEN'S,BLUE,RALEIGH,250,cluster_35
HYBRID,MEN'S,GREEN,APOLLO,699,cluster_30
MOUNTAIN,UNISEX,BLUE,KENT,250,cluster_2
HYBRID,MEN'S,BLUE,GIANT,1000,cluster_35
MOUNTAIN,WOMEN'S,BLUE,NORCO,250,cluster_11
MOUNTAIN,MEN'S,GRAY,GARY FISHER,300,cluster_12
HYBRID,MEN'S,WHITE,TREK,901,cluster_3
REGULAR,MEN'S,GRAY,NORCO YORKVILLE,500,cluster_29
MOUNTAIN,WOMEN'S,BLACK,SPECIALIZED,800,cluster_11
OTHER,UNISEX,BLACK,SCOOTERETTI,1920,cluster_10
MOUNTAIN,MEN'S,BLACK,DIADORA,460,cluster_37
REGULAR,MEN'S,BLACK,N/A,250,cluster_24
HYBRID,MEN'S,RED,NORCO,1000,cluster_30
MOUNTAIN,MEN'S,BLACK,TREK,800,cluster_37
HYBRID,MEN'S,TURQUOISE,MIELE VENETTO,650,cluster_30
MOUNTAIN,MEN'S,BLACK,TREK,1100,cluster_37
HYBRID,MEN'S,ORANGE,FUJI,850,cluster_30
HYBRID,MEN'S,BLACK,TREK,683,cluster_17
MOUNTAIN,MEN'S,ORANGE,GT HELION ELITE,2300,cluster_14
MOUNTAIN,MEN'S,BLACK,MEC,700,cluster_37
HYBRID,MEN'S,BLACK,ROCKY MOUNTAIN,680,cluster_31
MOUNTAIN,MEN'S,BLACK,NORTHROCK,500,cluster_37
MOUNTAIN,MEN'S,GRAY,GIANT,450,cluster_12
HYBRID,UNISEX,BLACK,GIANT ORBID HYB,200,cluster_25
HYBRID,MEN'S,BLUE,CCM,200,cluster_35
HYBRID,MEN'S,GRAY,GIANT,800,cluster_12
MOUNTAIN,MEN'S,BLUE,UNKNOWN,250,cluster_7
HYBRID,WOMEN'S,BLUE,CCM,500,cluster_21
TOURING,MEN'S,SILK,TREK,475,cluster_22
RACER,MEN'S,GRAY,GIANT,2250,cluster_39
MOUNTAIN,MEN'S,BLUE,JAMIS,1500,cluster_14
MOUNTAIN,MEN'S,BLACK,GIANT,918,cluster_37
HYBRID,MEN'S,GRAY,GIANT,679,cluster_12
HYBRID,WOMEN'S,RED,GIANT,1850,cluster_34
RACER,MEN'S,WHITE,ARGON 18,3000,cluster_36
RACER,UNISEX,BLUE,NORCO,2000,cluster_10
HYBRID,MEN'S,WHITE,MEC,1300,cluster_3
MOUNTAIN,MEN'S,BLUE,MARIN,700,cluster_7
MOUNTAIN,MEN'S,ORANGE,ROCKY MOUNTAIN,900,cluster_8
MOUNTAIN,MEN'S,BLACK,DIADORA,550,cluster_37
HYBRID,WOMEN'S,GRAY,TREK,300,cluster_21
HYBRID,UNISEX,GRAY,DIADORA,400,cluster_25
MOUNTAIN,MEN'S,GREEN,NORCO,1000,cluster_8
MOUNTAIN,MEN'S,RED,GIANT,800,cluster_8
RACER,WOMEN'S,BLUE,ECLIPSE,1200,cluster_34
MOUNTAIN,MEN'S,SILK,OXYGEN,500,cluster_8
MOUNTAIN,UNISEX,GREEN,MOUTAIN,300,cluster_23
MOUNTAIN,WOMEN'S,TURQUOISE,ECM,200,cluster_11
HYBRID,UNISEX,RED,KUNSTADT,200,cluster_25
MOUNTAIN,MEN'S,BLACK,GIANT,650,cluster_37
TOURING,UNISEX,RED,KONA,600,cluster_32
HYBRID,MEN'S,YELLOW,DEVINCI,300,cluster_30
HYBRID,WOMEN'S,PURPLE,SCHWINN,400,cluster_21
HYBRID,UNISEX,GRAY,SPECIALIZED,400,cluster_25
HYBRID,WOMEN'S,BLACK,DIAMOND BACK,500,cluster_0
HYBRID,WOMEN'S,TURQUOISE,TREK,500,cluster_21
HYBRID,MEN'S,GRAY,TREK,850,cluster_12
MOUNTAIN,MEN'S,YELLOW,IRON HORSE,500,cluster_8
