X,Y,Year,Occurrence,Occurren_Day,Location_T,Bicycle_Status,Bicycle_Value,Bicycle_Make,Bicycle_Model,Bicycle_Type,Bicycle_Frame,Bicycle_Color,Ottawa_Neighboirhood,Month,string in numeric
-8424439.467,5689054.61,2020,2020/07/14 00:00:00+00,Wednesday,PARKING LOTS,STOLEN,359,SUPERCYCLE,SURGE,MOUNTAIN,MEN'S,BLACK,Stittsville,July,Found
-8432167.983,5664499.154,2021,2021/06/10 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1900,MEC,ADANAC 500,HYBRID,MEN'S,GRAY,Glebe - Dows Lake,June,Found
-8422684.144,5689772.753,2020,2020/09/09 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,800,DIADORA,ORMA,MOUNTAIN,MEN'S,BLACK,Vanier South,September,Found
-8424439.467,5689054.61,2020,2020/07/14 00:00:00+00,Wednesday,PARKING LOTS,STOLEN,150,CCM,N/A,N/A,N/A,GREEN,Centretown,July,Found
-8425492.646,5685811.382,2021,2021/06/10 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,300,LOUIS GARNEAU,CITYZEN 200,HYBRID,MEN'S,GREEN,Vanier South,June,Found
-8424934.186,5688410.528,2020,2020/09/09 00:00:00+00,Wednesday,UNIVERSITIES / COLLEGES,STOLEN,1100,ROCKY MOUNTAIN,VERTEX JR,MOUNTAIN,CHILD'S,BLACK,Sandy Hill,September,Found
-8426699.45,5688015.405,2020,2020/07/10 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,700,AVANTI,EXPLORER 1,HYBRID,MEN'S,SILK,Sandy Hill,July,Found
-8421900.762,5690536.814,2021,2021/06/11 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,120,N/A,N/A,MOUNTAIN,UNISEX,PURPLE,Vanier South,June,Found
-8452658.46,5662464.333,2020,2020/09/08 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",RECOVERED,400,SPECIALIZED,HARD ROCK,MOUNTAIN,WOMEN'S,BLUE,Portobello South,September,Found
-8424289.01,5688793.078,2020,2020/07/01 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1500,SPECIALIZED,ROUBAIX,RACER,MEN'S,BLACK,Sandy Hill,July,Found
-8428652.878,5666159.729,2020,2020/09/07 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,375,SCHWINN,N/A,REGULAR,WOMEN'S,BLUEPINK,Glebe - Dows Lake,September,Found
-8421900.762,5690536.814,2021,2021/06/11 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,500,CCM,BRUTE,MOUNTAIN,MEN'S,RED,Sandy Hill,June,Found
-8430442.397,5684674.546,2020,2020/07/03 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,200,CCM,29ER,MOUNTAIN,MEN'S,BLACK,Sandy Hill,July,Found
-8400083.591,5693982.074,2020,2020/09/06 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,497,7 PEAKS,CLOUD 530,MOUNTAIN,MEN'S,RED,Sandy Hill,September,Found
-8425492.646,5685811.382,2021,2021/06/10 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,3500,ROCKY MOUNTAIN,930 RSL,MOUNTAIN,UNISEX,RED,Glebe - Dows Lake,June,Found
-8419398.407,5685364.674,2020,2020/07/07 00:00:00+00,Tuesday,OPEN AREAS,STOLEN,1000,GIANT,ROAM,HYBRID,MEN'S,BLACK,Hintonburg - Mechanicsville,July,Found
-8426612.047,5687363.762,2020,2020/09/08 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,SIMCOE STEP,THROUGH CLASSIC,OTHER,UNISEX, WHITE,Centretown,September,Found
-8421900.762,5690536.814,2021,2021/06/11 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,500,SCHWINN,LOCURA,MOUNTAIN,N/A,RED,Byward Market,June,Found
-8427729.05,5685432.834,2020,2020/07/09 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,600,GT,ALL TERRA HYBRI,HYBRID,MEN'S,BLACK,Hintonburg - Mechanicsville,July,Found
-8425187.066,5688611.002,2020,2020/09/08 00:00:00+00,Tuesday,UNIVERSITIES / COLLEGES,STOLEN,500,DIADORA,MODENA,HYBRID,WOMEN'S, WHITE,Centretown,September,Found
-8432167.983,5664499.154,2021,2021/06/10 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,300,SUPERCYCLE,NORCO,MOUNTAIN,MEN'S,SILK,Old Barrhaven East,June,Found
-8430684.578,5659585.594,2020,2020/07/14 00:00:00+00,Tuesday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,N/A,N/A,NA,N/A,N/A,N/A,N/A,East Industrial,July,Found
-8448076.349,5664178.216,2020,2020/09/05 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,800,FUJI,N/A,HYBRID,WOMEN'S,BLACK,Stittsville,September,Found
-8430567.63,5680162.934,2021,2021/06/10 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,STOLEN,N/A,GT,AGGRESSOR,MOUNTAIN,WOMEN'S, DARK BLUE GREEN,West Centretown,June,Found
-8424035.914,5689893.842,2020,2020/07/13 00:00:00+00,Tuesday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,STOLEN,400,GARY FISHER,PIRANHA,MOUNTAIN,N/A,RED,Sandy Hill,July,Found
-8426785.554,5687652.343,2020,2020/02/01 00:00:00+00,Tuesday,DWELLING UNIT,STOLEN,900,RALEIGH,CARDENT,OTHER,MEN'S,BLACK BLUE,Beechwood Cemetery,February,Found
-8428267.085,5686255.71,2021,2021/06/06 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,250,SUPER CYCLE,TURBO,RACER,UNISEX, ORANGE,Sandy Hill,June,Found
-8429513.251,5685819.478,2020,2020/07/13 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,1000,TREK,1000,RACER,WOMEN'S,RED WHITE,West Centretown,July,Found
-8448076.349,5664178.216,2020,2020/09/05 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1500,FELT,NINE 70,MOUNTAIN,WOMEN'S,BLUE,Sandy Hill,September,Found
-8424289.01,5688793.078,2020,2020/07/01 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,150,RALEIGH,N/A,REGULAR,WOMEN'S,SILK RED,Stonebridge - Half Moon Bay - Heart's Desire,July,Found
-8427184.494,5685280.481,2021,2021/06/04 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,STOLEN,350,CCM,APEX,MOUNTAIN,UNISEX, WHITE,Civic Hospital-Central Park,June,Found
-8421520.339,5692617.293,2020,2020/09/07 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",STOLEN,549,GT,AGGRESSOR SPORT,MOUNTAIN,MEN'S,BLUE,Stittsville,September,Found
-8425104.845,5685346.591,2020,2020/07/12 00:00:00+00,Monday,DWELLING UNIT,STOLEN,100,UNKNOWN,N/A,HYBRID,CHILD'S, ORANGE,Lindenlea - New Edinburgh,July,Found
-8428267.085,5686255.71,2021,2021/06/06 00:00:00+00,Friday,"SINGLE HOME, HOUSE",RECOVERED,420,CCM,MUNICH WOMEN'S,TOURING,WOMEN'S,BEIGE,Laurentian,June,Found
-8448076.349,5664178.216,2020,2020/09/05 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,500,GIANT,N/A,MOUNTAIN,WOMEN'S,GREEN,Stittsville,September,Found
-8427846.404,5664806.826,2020,2020/07/13 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,FOUND,500,FIT BIKE CO.,STR,BMX,UNISEX, WHITE,Lindenlea - New Edinburgh,July,Found
-8424289.01,5688793.078,2021,2021/06/01 00:00:00+00,Friday,DWELLING UNIT,STOLEN,600,GIANT,CYPRESS 2002,HYBRID,WOMEN'S,BLACK,Civic Hospital-Central Park,June,Found
-8423817.007,5687099.883,2020,2020/08/23 00:00:00+00,Monday,PARKING LOTS,STOLEN,250,KUNSTADT,N/A,REGULAR,UNISEX, WHITE,Old Ottawa East,August,Found
-8424000.031,5691453.834,2020,2020/07/07 00:00:00+00,Monday,DWELLING UNIT,STOLEN,100,UNKNOWN,N/A,MOUNTAIN,MEN'S,BLACK,Lindenlea - New Edinburgh,July,Found
-8432693.192,5682075.441,2021,2021/06/11 00:00:00+00,Friday,PARKING LOTS,STOLEN,800,TREK,DUEL SPORT,HYBRID,MEN'S,BLACK,Glebe - Dows Lake,June,Found
-8423817.007,5687099.883,2020,2020/09/06 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1000,MARIN,N/A,HYBRID,UNISEX,BLUE,Old Ottawa East,September,Found
-8437983.983,5675852.742,2020,2020/06/11 00:00:00+00,Monday,"SINGLE HOME, HOUSE",RECOVERED,900,GIANT,ROAM,REGULAR,UNISEX,BLACK,Qualicum - Redwood Park,June,Found
-8424875.852,5689000.338,2021,2021/06/11 00:00:00+00,Friday,OPEN AREAS,STOLEN,700,OTHER,N/A,HYBRID,MEN'S,BLACK,West Centretown,June,Found
-8427824.627,5686367.822,2020,2020/09/06 00:00:00+00,Monday,CHURCH/SYNAGOGUE/TEMPLE/MOSQUE/RELIGIOUS INSTITUTION,STOLEN,500,RALEIGH,N/A,MOUNTAIN,MEN'S,N/A,West Centretown,September,Found
-8424000.031,5691453.834,2020,2020/07/07 00:00:00+00,Monday,DWELLING UNIT,STOLEN,160,UNKNOWN,N/A,REGULAR,WOMEN'S,BLACK,Glebe - Dows Lake,July,Found
-8424289.01,5688793.078,2021,2021/06/01 00:00:00+00,Friday,DWELLING UNIT,STOLEN,250,SHIMANO,INFINITY,REGULAR,MEN'S,BLUE,Sandy Hill,June,Found
-8423817.007,5687099.883,2020,2020/08/23 00:00:00+00,Monday,PARKING LOTS,STOLEN,500,GIANT,ESCAPE,HYBRID,MEN'S,RED,Old Ottawa East,August,Found
-8430684.578,5659585.594,2020,2020/07/12 00:00:00+00,Monday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,STOLEN,400,RALEIGH,TARANTULA,MOUNTAIN,MEN'S,BLUE,Glebe - Dows Lake,July,Found
-8427249.126,5685071.395,2020,2020/08/31 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,300,RALEIGH,N/A,RACER,MEN'S, DARK BLUE,South Keys - Greenboro West,August,Found
-8439102.301,5676285.342,2021,2021/06/10 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,N/A,N/A,NA,N/A,N/A,N/A,N/A,Sandy Hill,June,Found
-8427557.886,5687076.352,2020,2020/09/05 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,500,G.T.,5 SERIES,REGULAR,MEN'S,BLACK,Centretown,September,Found
-8424000.031,5691453.834,2020,2020/07/07 00:00:00+00,Monday,DWELLING UNIT,STOLEN,770,NORCO,ATB STORM 7.2,MOUNTAIN,MEN'S,GRAY,Stonebridge - Half Moon Bay - Heart's Desire,July,Found
-8429416.073,5683757.356,2021,2021/06/11 00:00:00+00,Friday,HOSPITAL,STOLEN,800,NORCO,INDIE 3,HYBRID,WOMEN'S,YELLOW,Bayshore - Belltown,June,Found
-8421271.969,5677836.555,2020,2020/09/02 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1000,LOUIS GARNEAU,N/A,HYBRID,MEN'S,BLACK GRAY,Sandy Hill,September,Found
-8424000.031,5691453.834,2020,2020/07/07 00:00:00+00,Monday,DWELLING UNIT,STOLEN,450,GIANT,JR XTC 1,MOUNTAIN,CHILD'S,GRAY,Lindenlea - New Edinburgh,July,Found
-8427331.101,5685266.243,2021,2021/06/08 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,250,NAKAMURA,N/A,HYBRID,WOMEN'S, LIGHT BLUE,Centretown,June,Found
-8423817.007,5687099.883,2020,2020/09/06 00:00:00+00,Sunday,OPEN AREAS,STOLEN,1000,MARINE,N/A,HYBRID,MEN'S,BLUE,Centretown,September,Found
-8425104.137,5684751.711,2020,2020/07/12 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,485,B-TWIN,RIVERSIDE 500,HYBRID,MEN'S,GRAY,Rideau Crest - Davidson Heights,July,Found
-8426883.745,5686356.166,2021,2021/06/09 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,400,RALEIGH,REDUX26 HYBRID,HYBRID,CHILD'S, ORANGE,Riverside South - Leitrim,June,Found
-8425245.864,5689170.703,2020,2020/09/06 00:00:00+00,Sunday,CHURCH/SYNAGOGUE/TEMPLE/MOSQUE/RELIGIOUS INSTITUTION,STOLEN,300,JAMIS,N/A,MOUNTAIN,MEN'S,GRAY,Centretown,September,Found
-8425104.137,5684751.711,2020,2020/07/12 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,425,DIADORA,SIENA 700,HYBRID,WOMEN'S,GRAY,Glebe - Dows Lake,July,Found
-8424853.956,5666654.381,2021,2021/06/09 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,800,CANNONDALE,N/A,HYBRID,MEN'S, ORANGE,Bayshore - Belltown,June,Found
-8427557.886,5687076.352,2020,2020/09/06 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,UNKNOWN,UNKNOWN,OTHER,UNISEX,N/A,Centretown,September,Found
-8427846.404,5664806.826,2020,2020/07/13 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,700,GIANT,ESCAPE 3,TOURING,MEN'S,GRAY,Rideau Crest - Davidson Heights,July,Found
-8426883.745,5686356.166,2021,2021/06/09 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,570,NORTHROCK,SCR1 BIKE,REGULAR,UNISEX,BLACK,Centretown,June,Found
-8427557.886,5687076.352,2020,2020/09/06 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,UNKNOWN,UNKNOWN,OTHER,UNISEX,N/A,Centretown,September,Found
-8437983.983,5675852.742,2020,2020/06/11 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,300,RALEIGH,N/A,MOUNTAIN,MEN'S,PURPLE,Qualicum - Redwood Park,June,Found
-8427557.886,5687076.352,2020,2020/09/06 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,UNKNOWN,UNKNOWN,OTHER,UNISEX,N/A,Glebe - Dows Lake,September,Found
-8424853.956,5666654.381,2021,2021/06/09 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,599,CCM,"29""",MOUNTAIN,MEN'S,BLACK,Riverside South - Leitrim,June,Found
-8427557.886,5687076.352,2020,2020/09/06 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,UNKNOWN,UNKNOWN,OTHER,UNISEX,N/A,Old Ottawa East,September,Found
-8425162.147,5685445.621,2020,2020/07/12 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",STOLEN,200,SUPERCIRCUIT,700C,REGULAR,MEN'S, DARK BLUE,Island Park - Wellington Village,July,Found
-8424673.253,5688918.337,2021,2021/06/07 00:00:00+00,Thursday,UNIVERSITIES / COLLEGES,STOLEN,1000,RIFLE,FOLD-BICYCLE,BMX,UNISEX,BLACK,Glebe - Dows Lake,June,Found
-8427492.303,5685647.362,2020,2020/08/28 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,700,SPECIALIZED,LANCASTER MOSCO,N/A,N/A,SILK,West Centretown,August,Found
-8433766.597,5681901.399,2020,2020/07/09 00:00:00+00,Sunday,PRIVATE PROPERTY STRUCTURE,STOLEN,1300,CANNONDALE,N/A,HYBRID,MEN'S, ORANGE,Glebe - Dows Lake,July,Found
-8439102.301,5676285.342,2021,2021/06/09 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,RECOVERED,250,SUPERCYCLE,N/A,HYBRID,UNISEX,BLACK,Glebe - Dows Lake,June,Found
-8425385.866,5687799.515,2020,2020/09/03 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,200,GIANT,ESCAPE,HYBRID,UNISEX,BLACK,Centretown,September,Found
-8425889.21,5686682.945,2020,2020/07/07 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",STOLEN,800,BROOKLYN CRUISE,UNKNOWN,OTHER,WOMEN'S, WHITE,Glebe - Dows Lake,July,Found
-8431835.404,5684117.137,2021,2021/06/10 00:00:00+00,Thursday,DWELLING UNIT,STOLEN,750,LIV,ALIGHT,HYBRID,WOMEN'S,BLUE,Lowertown,June,Found
-8424240.468,5682817.035,2020,2020/08/31 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,RECOVERED,519,GIANT,ESCAPE 3 2020,HYBRID,MEN'S,RED,Billings Bridge - Alta Vista,August,Found
-8431025.585,5684493.794,2020,2020/07/09 00:00:00+00,Sunday,BAR OR RESTAURANT,STOLEN,900,GIANT,19 ROAM 2 DISC,MOUNTAIN,MEN'S,BLACK,Glebe - Dows Lake,July,Found
-8427331.101,5685266.243,2021,2021/06/08 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,300,NORCO,N/A,REGULAR,UNISEX,GOLDEN,Sandy Hill,June,Found
-8430610.867,5666315.659,2020,2020/09/03 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,400,TREK,4300,MOUNTAIN,MEN'S, ORANGE,Old Barrhaven East,September,Found
-8431025.585,5684493.794,2020,2020/07/09 00:00:00+00,Sunday,BAR OR RESTAURANT,STOLEN,400,MIELE,UNKNOWN,RACER,MEN'S,BLUE,Centretown,July,Found
-8439102.301,5676285.342,2021,2021/06/09 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,400,GIANT,GT OUTPOST,MOUNTAIN,MEN'S,RED,Bayshore - Belltown,June,Found
-8425104.845,5685346.591,2020,2020/07/11 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",STOLEN,750,RALEIGH,N/A,HYBRID,MEN'S,MAROON,Laurentian,July,Found
-8427265.498,5685285.566,2020,2020/09/01 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,400,CCM,VECTOR 700C,HYBRID,MEN'S,BLUE,Glebe - Dows Lake,September,Found
-8425104.845,5685346.591,2020,2020/07/11 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",STOLEN,750,MONGOOSE,N/A,HYBRID,MEN'S,MAROON,Laurentian,July,Found
-8425103.347,5689395.703,2021,2021/06/10 00:00:00+00,Thursday,HOMELESS SHELTER,STOLEN,800,MARLIN,916213811,RACER,MEN'S,SILK,Island Park - Wellington Village,June,Found
-8434349.971,5680429.315,2020,2020/09/03 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,500,TREK,N/A,HYBRID,UNISEX,GRAY,Laurentian,September,Found
-8425103.347,5689395.703,2020,2020/07/12 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",N/A,N/A,NA,N/A,N/A,N/A,N/A,Centretown,July,Found
-8429648.583,5683125.683,2021,2021/06/10 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",STOLEN,750,JAMIS,CODA ELITE,TOURING,MEN'S,SILK,Civic Hospital-Central Park,June,Found
-8436891.995,5678656.541,2020,2020/07/21 00:00:00+00,Thursday,DWELLING UNIT,STOLEN,400,GARY FISHER,N/A,REGULAR,UNISEX,PURPLE,Whitehaven - Queensway Terrace North,July,Found
-8426194.266,5687182.615,2020,2020/07/11 00:00:00+00,Sunday,PARKING LOTS,STOLEN,400,RALEIGH,N/A,REGULAR,WOMEN'S,PINK,Glebe - Dows Lake,July,Found
-8428674.025,5686527.958,2021,2021/06/04 00:00:00+00,Wednesday,OPEN AREAS,STOLEN,700,TREK,WHITE 7.4 FX,HYBRID,MEN'S, WHITE,West Centretown,June,Found
-8422725.34,5693206.861,2020,2020/09/01 00:00:00+00,Wednesday,DWELLING UNIT,STOLEN,800,SCOTT,SUB 40,HYBRID,MEN'S,BLACK,Centretown,September,Found
-8433766.597,5681901.399,2020,2020/07/09 00:00:00+00,Sunday,PRIVATE PROPERTY STRUCTURE,STOLEN,1000,TREK,RX3,HYBRID,MEN'S,RED,Island Park - Wellington Village,July,Found
-8428674.025,5686527.958,2021,2021/06/04 00:00:00+00,Wednesday,OPEN AREAS,STOLEN,750,DIAMONDBACK,N/A,HYBRID,UNISEX,BLUE,Britannia Village,June,Found
-8433323.542,5682935.652,2020,2020/08/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,800,GARNEAU,N/A,RACER,MEN'S,BLACK RED,Skyline - Fisher Heights,August,Found
-8425104.845,5685346.591,2020,2020/07/10 00:00:00+00,Sunday,DWELLING UNIT,RECOVERED,791,SPECIALIZED,N/A,HYBRID,WOMEN'S,RED,Lowertown,July,Found
-8436459.678,5679559.994,2021,2021/06/07 00:00:00+00,Wednesday,PARKING LOTS,STOLEN,889,NORC,YORK VILLAGE,HYBRID,MEN'S,GREEN,Centretown,June,Found
-8418306.011,5689156.378,2020,2020/09/01 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,100,SUPERCYCLE,KROSSROADS,HYBRID,MEN'S,BLUE,Laurentian,September,Found
-8425115.839,5687354.368,2020,2020/05/29 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,1900,BOMBTRACK,OUTLAW 2,HYBRID,MEN'S,BLACK,Lindenlea - New Edinburgh,May,Found
-8425876.655,5687651.779,2021,2021/06/02 00:00:00+00,Wednesday,PRIVATE PROPERTY STRUCTURE,RECOVERED,N/A,SIMCOE,STEP-THRU,OTHER,WOMEN'S,RED,West Centretown,June,Found
-8426708.879,5686063.334,2020,2020/09/02 00:00:00+00,Wednesday,DWELLING UNIT,STOLEN,1000,SPECIALIZED,TREK-3700,MOUNTAIN,MEN'S,BLUEBLACK,Carson Grove - Carson Meadows,September,Found
-8425630.157,5691090.723,2020,2020/07/10 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,N/A,GIANT,TALON,MOUNTAIN,MEN'S,RED,Centretown,July,Found
-8430177.962,5677964.978,2020,2020/09/02 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,450,NAKAMURA,N/A,HYBRID,WOMEN'S,GREEN,Rockcliffe Park,September,Found
-8427981.958,5686036.019,2021,2021/06/01 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,N/A,UNKNOWN,N/A,REGULAR,MEN'S, DARK BLUE,Trend-Arlington,June,Found
-8426807.973,5687247.533,2020,2020/07/08 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1500,FAST 4 WARD,RIDE,OTHER,WOMEN'S, WHITE,Centretown,July,Found
-8427506.832,5686991.832,2020,2020/08/28 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1100,BRODY,N/A,OTHER,MEN'S,GOLDEN,Centretown,August,Found
-8452521.397,5670869.831,2021,2021/06/01 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,1300,OPUS,CITATO 2.0,RACER,MEN'S, WHITE,Glebe - Dows Lake,June,Found
-8426393.925,5690126.237,2020,2020/07/03 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,500,CCM,N/A,MOUNTAIN,MEN'S,BLACK,Stonebridge - Half Moon Bay - Heart's Desire,July,Found
-8422746.418,5690764.111,2020,2020/08/30 00:00:00+00,Tuesday,DWELLING UNIT,STOLEN,622,BIANCHI,N/A,REGULAR,WOMEN'S,RED,Vanier North,August,Found
-8433896.342,5677030.544,2021,2021/06/08 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,700,MOUN,N/A,HYBRID,MEN'S, WHITE,Lowertown,June,Found
-8431350.481,5659771.577,2020,2020/07/03 00:00:00+00,Friday,PARK,STOLEN,300,GLOW,N/A,REGULAR,UNISEX,GREEN,Byward Market,July,Found
-8426905.515,5687316.748,2020,2020/08/29 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,400,RALEIGH,SUPERBE,MOUNTAIN,UNISEX, ORANGE,Orléans Village - Chateauneuf,August,Found
-8436094.894,5673909.325,2021,2021/06/08 00:00:00+00,Tuesday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,STOLEN,800,OPUS,BELLADONNA,HYBRID,WOMEN'S,BLACK,West Centretown,June,Found
-8427211.945,5687829.275,2020,2020/07/10 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",STOLEN,149,HYPER,HPR700,RACER,UNISEX,RED,Centretown,July,Found
-8419943.721,5682341.124,2020,2020/08/28 00:00:00+00,Monday,PRIVATE PROPERTY STRUCTURE,STOLEN,500,NORCO,RIDEAU,REGULAR,WOMEN'S, WHITE,Glebe - Dows Lake,August,Found
-8425279.586,5685645.137,2021,2021/06/07 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,STOLEN,N/A,TECHNICA,CARBON C5,MOUNTAIN,UNISEX,BLUE,Kanata Lakes - Arcardia,June,Found
-8426807.973,5687247.533,2020,2020/07/08 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1700,GHOST,ASX1500,MOUNTAIN,MEN'S,SILK,Centretown,July,Found
-8427196.038,5687279.682,2020,2020/08/30 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,800,JAMIS,N/A,RACER,MEN'S,BLACK,Glebe - Dows Lake,August,Found
-8436094.894,5673909.325,2021,2021/06/08 00:00:00+00,Tuesday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,STOLEN,200,JAMIES,N/A,MOUNTAIN,MEN'S,BROWN,Centretown,June,Found
-8426469.028,5685728.479,2020,2020/07/01 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,700,LOUIS GARNEAU,N/A,HYBRID,MEN'S, DARK BLUE,West Centretown,July,Found
-8432456.014,5683736.371,2020,2020/08/16 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1200,CANNONDALE,QUICK CX  C4,HYBRID,MEN'S,BLACK,Laurentian,August,Found
-8433348.713,5681434.037,2020,2020/07/08 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,250,SUPERCYCLE,NITROUS YOUTH,MOUNTAIN,CHILD'S,BLACK PURPLE,Lindenlea - New Edinburgh,July,Found
-8425600.646,5687092.43,2021,2021/05/18 00:00:00+00,Tuesday,COMMERCIAL DWELLING UNIT,STOLEN,N/A,NIAGARA,N/A,OTHER,WOMEN'S,GOLDEN,Braemar Park - Bel Air Heights - Copeland Park,May,Found
-8434097.44,5680379.947,2020,2020/08/28 00:00:00+00,Monday,PARKING LOTS,STOLEN,300,NORCO,AVANTI SL,OTHER,UNISEX,BLUE,Centretown,August,Found
-8427945.553,5684815.775,2020,2020/07/07 00:00:00+00,Thursday,DWELLING UNIT,STOLEN,N/A,MARIN,N/A,HYBRID,UNISEX,BLUE,Glebe - Dows Lake,July,Found
