X,Y,Year,Occurrence,Occurren_Day,Location_T,Bicycle_Status,Bicycle_Value,Bicycle_Make,Bicycle_Model,Bicycle_Type,Bicycle_Frame,Bicycle_Color,Ottawa_Neighboirhood,Month,string in numeric
-8437768.052,5677979.013,2020,2020/09/23 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,INFINITY,N/A,REGULAR,MEN'S,BLACK,Whitehaven - Queensway Terrace North,September,Found
-8425471.423,5689566.613,2020,2020/08/08 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",STOLEN,1500,SPECIALIZED,DIVERGE E5,HYBRID,MEN'S,BLACK RED,Hintonburg - Mechanicsville,August,Found
-8426114.305,5684619.743,2021,2021/07/14 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,500,JAMIS,CODA SPORT,HYBRID,WOMEN'S,BLACK,Whitehaven - Queensway Terrace North,July,Found
-8430626.152,5679520.638,2020,2020/10/18 00:00:00+00,Tuesday,DWELLING UNIT,STOLEN,390,DIADORA,NOVARA 27.5,MOUNTAIN,MEN'S,BLACK,Civic Hospital-Central Park,October,Found
-8426937,5681425.815,2020,2020/08/06 00:00:00+00,Sunday,UNIVERSITIES / COLLEGES,STOLEN,140,HYPER BOUNDARY,N/A,MOUNTAIN,MEN'S,BLUEBLACK,Centretown,August,Found
-8426004.031,5688994.654,2021,2021/07/16 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",STOLEN,680,GIANT,DISC 3,HYBRID,MEN'S,BLACK,Lindenlea - New Edinburgh,July,Found
-8449662.518,5662855.663,2020,2020/10/20 00:00:00+00,Tuesday,SCHOOLS DURING SUPERVISED ACTIVITY,STOLEN,500,N/A,N/A,N/A,UNISEX,BLACK,Stittsville,October,Found
-8426167.077,5687626.163,2020,2020/08/05 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",STOLEN,300,N/A,N/A,HYBRID,MEN'S,GREEN,Glebe - Dows Lake,August,Found
-8423941.876,5688656.768,2021,2021/07/16 00:00:00+00,Friday,PARKING LOTS,STOLEN,500,MONGOOAW,MACK MAG WHEEL,MOUNTAIN,MEN'S,BLACK,Centretown,July,Found
-8425190.916,5689074.915,2020,2020/10/17 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,RECOVERED,2800,GIANT,TCR ADVANCED,TOURING,MEN'S,GRAY,Sandy Hill,October,Found
-8425991.945,5685228.594,2020,2020/08/05 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,200,MICARGI,N/A,N/A,UNISEX,RED,Carleton University,August,Found
-8437347.825,5676440.07,2021,2021/07/15 00:00:00+00,Friday,"SINGLE HOME, HOUSE",RECOVERED,200,OTHER,UNKNOWN,OTHER,CHILD'S,BLUE ORANGE,Vanier North,July,Found
-8446425.801,5669160.028,2020,2020/08/08 00:00:00+00,Saturday,PARKING LOTS,STOLEN,621,GT,AGGRESSOR SPORT,MOUNTAIN,MEN'S, LIGHT BLUE,Centretown,August,Found
-8429926.773,5685064.782,2020,2020/10/18 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,800,BROOKLYN,WILLOW 3,REGULAR,WOMEN'S,BLACK,Glebe - Dows Lake,October,Found
-8430267.774,5677337.176,2020,2020/06/15 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,250,CCM,N/A,MOUNTAIN,UNISEX, ORANGE,Centretown,June,Found
-8432541.222,5684206.498,2021,2021/07/12 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,STOLEN,N/A,BTWIN,TILT 120,OTHER,UNISEX,BLUEGRAY,Glebe - Dows Lake,July,Found
-8426604.175,5685437.342,2020,2020/10/17 00:00:00+00,Monday,PRIVATE PROPERTY STRUCTURE,STOLEN,N/A,SPECIALIZED,N/A,HYBRID,MEN'S,BROWN,West Centretown,October,Found
-8430267.774,5677337.176,2020,2020/06/15 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,170,HYPER BICYCLES,N/A,MOUNTAIN,MEN'S, ORANGE,Whitehaven - Queensway Terrace North,June,Found
-8426004.031,5688994.654,2021,2021/07/16 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",STOLEN,200,GIANT,CYPRESS W  2013,REGULAR,WOMEN'S,GRAY,Westboro,July,Found
-8427691.361,5685740.667,2020,2020/10/18 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,1000,BREEZER,MIDTOWN,REGULAR,WOMEN'S,GRAY,Hintonburg - Mechanicsville,October,Found
-8422909.317,5693033.141,2020,2020/08/07 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,4500,CANNONDALE,N/A,MOUNTAIN,UNISEX,BLACK,Centretown,August,Found
-8426004.031,5688994.654,2021,2021/07/16 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",RECOVERED,350,GIANT,ESCAPE 3,REGULAR,MEN'S,LIGHT GREEN,Centretown,July,Found
-8427492.303,5685647.362,2020,2020/10/04 00:00:00+00,Monday,DWELLING UNIT,STOLEN,100,UNKNOWN,UNKNOWN,HYBRID,UNISEX,RED,West Centretown,October,Found
-8422569.877,5691184.848,2021,2021/07/16 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,250,UNKNOWN,N/A,REGULAR,UNISEX,LIGHT GREEN,Centretown,July,Found
-8422909.317,5693033.141,2020,2020/08/07 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,0,TREK,N/A,N/A,N/A,BLACK,Sandy Hill,August,Found
-8424670.32,5690187.281,2020,2020/10/13 00:00:00+00,Sunday,DWELLING UNIT,STOLEN,157,HYPER,26'' MBT,MOUNTAIN,MEN'S,BLACK,Lowertown,October,Found
-8425597.637,5687674.646,2021,2021/07/15 00:00:00+00,Friday,OPEN AREAS,STOLEN,400,INFINITY,MERIDIAN ONE,HYBRID,UNISEX,RED,Byward Market,July,Found
-8422909.317,5693033.141,2020,2020/08/07 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,0,TREK,N/A,MOUNTAIN,N/A,BLACK,Whitehaven - Queensway Terrace North,August,Found
-8424826.39,5688126.349,2020,2020/10/16 00:00:00+00,Saturday,UNIVERSITIES / COLLEGES,RECOVERED,600,LIV,ALIGHT 3,HYBRID,WOMEN'S, LIGHT BLUE,Glebe - Dows Lake,October,Found
-8425324.761,5687229.483,2021,2021/07/05 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,STOLEN,800,UNKNOWN,N/A,HYBRID,WOMEN'S,TRQ,Sandy Hill,July,Found
-8423598.977,5688524.77,2020,2020/08/03 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,GIANT,FAST ROAD,REGULAR,MEN'S,BLACK  DARK BLUE,Rockcliffe Park,August,Found
-8424826.39,5688126.349,2020,2020/10/16 00:00:00+00,Saturday,UNIVERSITIES / COLLEGES,RECOVERED,600,LIV,ALIGHT 3,HYBRID,WOMEN'S, LIGHT BLUE,Glebe - Dows Lake,October,Found
-8423238.465,5681553.011,2021,2021/07/15 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1100,GT,AVALANCHE ELITE,MOUNTAIN,MEN'S, DARK BLUE,Byward Market,July,Found
-8427036.027,5688070.143,2020,2020/08/08 00:00:00+00,Saturday,"STREETS, ROADS, HIGHWAYS",SEIZED,N/A,CANNONDALE,QUICK,HYBRID,MEN'S,BLACK  WHITE,Glen Cairn - Kanata South Business Park,August,Found
-8426978.614,5685383.275,2020,2020/10/10 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,N/A,TREK,N/A,OTHER,MEN'S, WHITE,Glebe - Dows Lake,October,Found
-8425770.758,5688849.568,2021,2021/07/15 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,2000,TES,N/A,MOUNTAIN,MEN'S,BLACK,Riverview,July,Found
-8427036.027,5688070.143,2020,2020/08/08 00:00:00+00,Saturday,"STREETS, ROADS, HIGHWAYS",SEIZED,N/A,RALEIGH,TORA,MOUNTAIN,UNISEX,BLACK RED,Parkwood Hills - Stewart Farm,August,Found
-8426978.614,5685383.275,2020,2020/10/10 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",RECOVERED,N/A,TREK,LEXA SLX,REGULAR,WOMEN'S, WHITE BLUE,Glebe - Dows Lake,October,Found
-8421816.18,5686305.812,2021,2021/07/15 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,180,SHIMANO,HYBRID BICYCLE,MOUNTAIN,UNISEX,BLACK,Vanier South,July,Found
-8449232.749,5673794.739,2020,2020/08/05 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,150,DIAMOND BACK,N/A,MOUNTAIN,MEN'S,BLUE,Parkwood Hills - Stewart Farm,August,Found
-8426978.614,5685383.275,2020,2020/10/10 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,N/A,TREK,4900,MOUNTAIN,MEN'S,BLACK RED,Byward Market,October,Found
-8430497.078,5676652.675,2020,2020/08/08 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,400,CCM,MOUNTAIN BIKE,MOUNTAIN,MEN'S,BLUE,Old Ottawa East,August,Found
-8422502.395,5689793.691,2021,2021/07/15 00:00:00+00,Thursday,CONVENIENCE STORES,STOLEN,500,CCM,SL 2.0 DUAL SUS,MOUNTAIN,MEN'S,BLACK,Sandy Hill,July,Found
-8426978.614,5685383.275,2020,2020/10/10 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,N/A,GENSEN,N/A,OTHER,UNISEX,BLACK SILK,Sandy Hill,October,Found
-8425321.491,5687694.681,2021,2021/07/14 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,650,GIANT,N/A,HYBRID,UNISEX,BLACK,Riverview,July,Found
-8423817.007,5687099.883,2020,2020/07/28 00:00:00+00,Saturday,PARKING LOTS,STOLEN,600,UNKNOWN,NEW,REGULAR,UNISEX,GRAY,Old Ottawa East,July,Found
-8424826.39,5688126.349,2020,2020/10/16 00:00:00+00,Saturday,UNIVERSITIES / COLLEGES,STOLEN,100,N/A,N/A,MOUNTAIN,UNISEX,BLUE,Byward Market,October,Found
-8426807.973,5687247.533,2020,2020/07/23 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,935,MARIN,SAN RAFAEL DS3,REGULAR,MEN'S,GRAYTRQ,Old Ottawa East,July,Found
-8422837.541,5686090.853,2021,2021/07/13 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,370,EURO,700C,REGULAR,MEN'S,BLACK  WHITE,Billings Bridge - Alta Vista,July,Found
-8425302.697,5689275.881,2020,2020/10/16 00:00:00+00,Saturday,UNKNOWN,STOLEN,650,NORTHERN BLEU,N/A,MOUNTAIN,MEN'S,BLUE,East Industrial,October,Found
-8437406.435,5678061.378,2020,2020/07/02 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,50,GARY FISHER,HIGHER GIMEE,MOUNTAIN,MEN'S,GREEN,Beaverbrook,July,Found
-8425842.72,5689759.535,2021,2021/07/15 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",STOLEN,230,HYPER,700C,REGULAR,UNISEX,BLUE,Vanier South,July,Found
-8426058.958,5689192.18,2020,2020/09/25 00:00:00+00,Saturday,"STREETS, ROADS, HIGHWAYS",STOLEN,N/A,TREK,ALPHA SERIES,OTHER,MEN'S,BLUEE,Sandy Hill,September,Found
-8423817.007,5687099.883,2020,2020/07/28 00:00:00+00,Saturday,PARKING LOTS,STOLEN,0,UNKNOWN,N/A,REGULAR,CHILD'S,GREEN,Borden Farm - Fisher Glen,July,Found
-8421816.18,5686305.812,2021,2021/07/15 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,800,TREK,N/A,MOUNTAIN,UNISEX,GRAY,Riverview,July,Found
-8422852.242,5686319.308,2020,2020/10/15 00:00:00+00,Saturday,TRANSIT BUS / BUS SHELTER,STOLEN,200,SUPERCYCLE,N/A,HYBRID,MEN'S,GRAY,Sandy Hill,October,Found
,,,,,,,,,,,,,,,
-8422502.395,5689793.691,2021,2021/07/15 00:00:00+00,Thursday,CONVENIENCE STORES,STOLEN,2400,ARROW,N/A,MOUNTAIN,MEN'S,GRAY,Centretown,July,Found
-8424557.58,5679591.598,2020,2020/10/15 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,400,GT,AGGRESSOR COMP,MOUNTAIN,MEN'S,BLACK,Riverside Park,October,Found
-8424048.895,5693163.848,2020,2020/08/07 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,586,GIANT,ESCAPE 3,HYBRID,MEN'S,RED,Rockcliffe Park,August,Found
-8425662.854,5689447.238,2021,2021/07/15 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",SEIZED,N/A,NA,N/A,MOUNTAIN,UNISEX,YE LIGHT BLUE ACK,Byward Market,July,Found
-8424557.58,5679591.598,2020,2020/10/15 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,300,DEVINCI,MILANO,HYBRID,MEN'S,BLUE,Byward Market,October,Found
-8422909.317,5693033.141,2020,2020/08/07 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,0,TREK,N/A,N/A,N/A,RED,Rockcliffe Park,August,Found
-8427378.874,5686767.773,2021,2021/07/14 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,N/A,UNKNOWN,N/A,OTHER,WOMEN'S, LIGHT BLUE,Lowertown,July,Found
-8426122.231,5689167.766,2020,2020/09/07 00:00:00+00,Friday,DWELLING UNIT,STOLEN,100,RALEIGH,CLIFFHANGER,MOUNTAIN,UNISEX,DARK GREEN,Byward Market,September,Found
-8437406.435,5678061.378,2020,2020/07/02 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,200,TREK,ALPHA 4300,MOUNTAIN,MEN'S,SILK,Rockcliffe Park,July,Found
-8422687.09,5688803.596,2021,2021/07/11 00:00:00+00,Wednesday,TRANSIT BUS / BUS SHELTER,STOLEN,230,NISHIKI,ALOUETTE,HYBRID,MEN'S,BLUE,Lowertown,July,Found
-8426122.231,5689167.766,2020,2020/09/07 00:00:00+00,Friday,DWELLING UNIT,STOLEN,100,SUPERCYCLE,NEWPORT CRUISER,HYBRID,WOMEN'S,DGRBGE,Riverside Park,September,Found
-8426406.814,5689689.559,2020,2020/07/18 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,STOLEN,200,RALEIGH,N/A,MOUNTAIN,WOMEN'S, LIGHT BLUE,Glebe - Dows Lake,July,Found
-8424327.899,5690391.901,2021,2021/07/11 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,400,NORTHROCK,XC29,MOUNTAIN,MEN'S,GRAY,Riverview,July,Found
-8432834.73,5683371.875,2020,2020/10/14 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1200,OPUS,N/A,HYBRID,UNISEX, WHITE,Glebe - Dows Lake,October,Found
-8426888.919,5664021.178,2020,2020/07/28 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,RECOVERED,800,TREK,N/A,MOUNTAIN,MEN'S, ORANGE,West Centretown,July,Found
-8424327.899,5690391.901,2021,2021/07/11 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,500,RALEIGH,OVERTAKE 700C,HYBRID,UNISEX,GRAY,Centretown,July,Found
-8425047.897,5689290.417,2020,2020/10/04 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,TREK,7.3FX,HYBRID,MEN'S,BLACK,Glebe - Dows Lake,October,Found
-8426342.876,5684260.569,2020,2020/06/15 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,STOLEN,600,CANNONDALE,BELOW QUICK 6,HYBRID,WOMEN'S, ORANGE,West Centretown,June,Found
-8424327.899,5690391.901,2021,2021/07/11 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,600,GIANT,N/A,MOUNTAIN,WOMEN'S,PURPLE,Overbrook - McArthur,July,Found
-8420232.49,5688537.82,2020,2020/09/28 00:00:00+00,Wednesday,PARKING LOTS,STOLEN,600,NORCO,INDIE 3,REGULAR,MEN'S,BLACK,Sandy Hill,September,Found
-8429178.386,5686268.354,2020,2019/10/12 00:00:00+00,Friday,SUBWAY / SUBWAY STATION,STOLEN,1200,BRODIE,2009HELLION,MOUNTAIN,WOMEN'S, WHITE,Byward Market,October,Found
-8422837.541,5686090.853,2021,2021/07/13 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1500,GIAN,ESCAPE 1,HYBRID,MEN'S,SILK,Lowertown,July,Found
-8425047.897,5689290.417,2020,2020/10/11 00:00:00+00,Wednesday,DWELLING UNIT,STOLEN,1700,SPECIALIZED,HYBRID,HYBRID,UNISEX,BLACK,Sandy Hill,October,Found
-8426538.612,5686167.219,2020,2020/07/01 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,300,NORCO,N/A,HYBRID,MEN'S, WHITE,West Centretown,July,Found
-8424739.379,5690252.227,2021,2021/07/11 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,400,GHOST,N/A,MOUNTAIN,CHILD'S,BLACK,Westboro,July,Found
-8426986.123,5685208.595,2020,2020/10/14 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,1500,SCOTT,ASPECT,MOUNTAIN,MEN'S,BLACK GREEN,Sandy Hill,October,Found
-8425324.1,5685081.13,2020,2020/08/05 00:00:00+00,Friday,DWELLING UNIT,STOLEN,700,GIANT,ROCK,MOUNTAIN,UNISEX, WHITE BLACK,Hintonburg - Mechanicsville,August,Found
-8427378.874,5686767.773,2021,2021/07/13 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",STOLEN,N/A,KONA,N/A,REGULAR,WOMEN'S,BLUE,Centretown,July,Found
-8425877.34,5685029.125,2020,2020/10/13 00:00:00+00,Wednesday,PRIVATE PROPERTY STRUCTURE,STOLEN,3000,ZZZ,SPEEDSTER,OTHER,UNISEX,BRONZE,Centretown,October,Found
-8428281.105,5684216.599,2020,2020/07/29 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,2000,CANNONDALE,SYNAPSE,TOURING,MEN'S,BLACK,West Centretown,July,Found
-8432456.014,5683736.371,2021,2021/07/09 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,RECOVERED,N/A,TRANSIO,GT,HYBRID,MEN'S,GRAYRED,Lowertown,July,Found
-8425877.34,5685029.125,2020,2020/10/13 00:00:00+00,Wednesday,PRIVATE PROPERTY STRUCTURE,RECOVERED,7000,ZZZ,IMANDA SL6,REGULAR,UNISEX,GOLDEN,Glebe - Dows Lake,October,Found
-8429178.386,5686268.354,2020,2019/10/12 00:00:00+00,Friday,SUBWAY / SUBWAY STATION,STOLEN,400,NORCO,NORCO STORM 4,MOUNTAIN,MEN'S,BLACK,West Centretown,October,Found
-8425597.637,5687674.646,2021,2021/07/12 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",STOLEN,300,CCM,N/A,MOUNTAIN,MEN'S,BLACK,Byward Market,July,Found
-8425324.1,5685081.13,2020,2020/08/05 00:00:00+00,Friday,DWELLING UNIT,STOLEN,300,N/A,N/A,MOUNTAIN,MEN'S,BLACK,Riverside South - Leitrim,August,Found
-8425047.897,5689290.417,2020,2020/10/04 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1225,GIANT,RAPID 2,HYBRID,UNISEX,GRAY,Overbrook - McArthur,October,Found
-8431277.764,5664321.881,2021,2021/07/12 00:00:00+00,Monday,PARKING LOTS,STOLEN,833,GT,LAGUNA PRO MOUN,MOUNTAIN,WOMEN'S,BLACK,Byward Market,July,Found
-8425505.431,5684974.972,2020,2020/07/30 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",STOLEN,200,GIANT,UNKNOWN,HYBRID,MEN'S,BLACK,West Centretown,July,Found
-8427196.038,5687279.682,2020,2020/10/09 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1400,ECLIPSE,RUSH R55,OTHER,MEN'S,RED DARK BLUE,Laurentian,October,Found
-8425597.637,5687674.646,2021,2021/07/12 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",RECOVERED,1000,MARIN,ARGENTA,TOURING,MEN'S,BLACK,Centretown,July,Found
-8425103.347,5689395.703,2020,2020/08/07 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1000,GIANT,TCR ADVANCED PR,RACER,UNISEX,BLACK,Centretown,August,Found
-8425047.897,5689290.417,2020,2020/10/04 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1575,GIANT,ANY ROAD 1,HYBRID,UNISEX,YELLOW,Sandy Hill,October,Found
-8451049.344,5670626.815,2021,2021/07/12 00:00:00+00,Monday,PARKING LOTS,STOLEN,650,DIMMER,HARDTAIL,HYBRID,MEN'S,BLACK,Centretown,July,Found
-8430463.15,5685034.266,2020,2020/07/01 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1500,GIANT,DEFY,REGULAR,MEN'S,BLACK RED,Lowertown,July,Found
-8424417.902,5689406.732,2021,2021/06/29 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,700,CUBE,HIDE PRO 2015 M,HYBRID,MEN'S,BLACK,Bells Corners West,June,Found
-8424428.472,5692046.085,2020,2020/10/10 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,STOLEN,790,DA VINCI,MILANO,REGULAR,MEN'S,BLACK,Lindenlea - New Edinburgh,October,Found
-8428281.105,5684216.599,2020,2020/07/29 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,800,TREK,FX 7.6,HYBRID,MEN'S,BLUE,Vanier South,July,Found
-8442823.354,5671527.692,2021,2021/07/09 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,500,SIMS,SEABREEZE,TOURING,WOMEN'S,BLACK  WHITE,Chapman Mills,July,Found
-8417039.061,5691039.572,2020,2020/10/09 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,600,REGAL,ASSASSIN,HYBRID,MEN'S,BLACK,Glebe - Dows Lake,October,Found
-8428124.895,5685234.139,2020,2020/07/22 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,200,UNKNOWN,N/A,MOUNTAIN,UNISEX,BLUE,Glebe - Dows Lake,July,Found
-8426004.031,5688994.654,2021,2021/07/11 00:00:00+00,Monday,PARKING LOTS,N/A,1100,GIANT,CONTEND,RACER,MEN'S,BLACK GREEN,Centretown,July,Found
,,,,,,,,,,,,,,,
-8426406.814,5689689.559,2020,2020/07/18 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,STOLEN,600,OPUS,100811H02659,HYBRID,MEN'S,GRAY,Centretown,July,Found
-8426004.031,5688994.654,2021,2021/07/11 00:00:00+00,Monday,PARKING LOTS,STOLEN,1000,GIANT,ESCAPE 3,HYBRID,MEN'S,DARK GREEN,Kanata Lakes - Arcardia,July,Found
,,,,,,,,,,,,,,,
-8428281.105,5684216.599,2020,2020/07/29 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,500,TREK,FX,HYBRID,UNISEX,GRAY,Old Barrhaven West,July,Found
,,,,,,,,,,,,,,,
-8429244.324,5684256.505,2020,2020/10/08 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,1500,TREK,N/A,OTHER,UNISEX,BLACK,Civic Hospital-Central Park,October,Found
-8426562.364,5687782.832,2020,2020/07/31 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,600,KONA,SUTRA,TOURING,MEN'S,GREEN,Centretown,July,Found
,,,,,,,,,,,,,,,
-8429244.324,5684256.505,2020,2020/10/08 00:00:00+00,Monday,"SINGLE HOME, HOUSE",RECOVERED,800,TREK,N/A,OTHER,MEN'S,BLACK,Civic Hospital-Central Park,October,Found
,,,,,,,,,,,,,,,
-8426486.167,5687149.869,2021,2021/07/03 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,UNKNOWN,N/A,REGULAR,UNISEX,PINK ORANGE,Byward Market,July,Found
-8424264.363,5686501.334,2020,2020/10/12 00:00:00+00,Monday,PRIVATE PROPERTY STRUCTURE,RECOVERED,2500,MOTOBECANE,LE CHAMPSION SL,OTHER,MEN'S,BLACK RED,Civic Hospital-Central Park,October,Found
-8433644.445,5664036.093,2020,2020/07/27 00:00:00+00,Friday,"SINGLE HOME, HOUSE",RECOVERED,500,FUJI,ABSOLUTE,REGULAR,WOMEN'S,RED,Glebe - Dows Lake,July,Found
-8419568.92,5679051.793,2021,2021/07/12 00:00:00+00,Monday,PARK,STOLEN,400,CCM,N/A,REGULAR,UNISEX,REDGRAY,Sandy Hill,July,Found
-8424264.363,5686501.334,2020,2020/10/12 00:00:00+00,Monday,PRIVATE PROPERTY STRUCTURE,STOLEN,1000,GIANT,RAPID,HYBRID,WOMEN'S,BLACK RED,Civic Hospital-Central Park,October,Found
-8425813.698,5687546.964,2020,2020/07/30 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,200,ROCKY MOUNTAIN,METRO 5,HYBRID,UNISEX,SILK,Byward Market,July,Found
-8425047.897,5689290.417,2021,2021/07/10 00:00:00+00,Sunday,PRIVATE PROPERTY STRUCTURE,RECOVERED,1500,RALEIGH,R-700,OTHER,MEN'S, WHITE,Old Ottawa South,July,Found
-8431826.739,5685650.736,2020,2020/10/10 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,1000,GARY FISHER,DUAL SPORT 2009,HYBRID,UNISEX,BLUE,Old Ottawa East,October,Found
-8421541.937,5690156.152,2020,2020/08/06 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,700,LIV,ALIGHT 2,HYBRID,WOMEN'S,TRQ,Old Barrhaven West,August,Found
-8425501.428,5682915.785,2021,2021/07/10 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1000,ROCKY MOUNTAIN,2021 SOUL 20,MOUNTAIN,MEN'S,BLACK,Kanata Lakes - Arcardia,July,Found
-8429244.324,5684256.505,2020,2020/10/08 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,1200,UNKNOWN,N/A,OTHER,MEN'S,BLUEBLACK,Old Ottawa East,October,Found
-8433644.445,5664036.093,2020,2020/07/27 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,400,PEUGEOT,N/A,MOUNTAIN,UNISEX,YELLOW,Lowertown,July,Found
-8434761.069,5674880.578,2021,2021/07/10 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",STOLEN,N/A,DIADORA,N/A,MOUNTAIN,MEN'S,BLACK GREEN,Centrepointe,July,Found
-8424520.617,5687268.686,2020,2020/09/25 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,400,MIELE,N/A,REGULAR,WOMEN'S,PINK,Old Ottawa East,September,Found
-8430135.555,5685723.068,2020,2020/07/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,500,UNKNOWN,N/A,MOUNTAIN,MEN'S, DARK BLUE,Hintonburg - Mechanicsville,July,Found
