X,Y,FID_,ID,Year,Reported_D,Reported_Time,Reported_WeekDay,Occurrence,Occurren_1,Occurren_2,Location_T,Primary_Offence,Bicycle_Status,Bicycle_Value,Bicycle_Make,Bicycle_Model,Bicycle_Type,Bicycle_Frame,Bicycle_Color,Bicycle_Speed,Ottawa_Neighboirhood,Ottawa_N_1_policeSector,Ottawa_N_2policeDevision,Census_TractUniqueId,Census_T_1_Name,X_Coordina,Y_Coordina
-8422091.974,5686398.388,881,427,2022,2022/12/04 00:00:00+00,1904/05/29 00:00:00+00,Sunday,2022/12/03 00:00:00+00,1906/01/08 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,2000,GOTRAX,N/A,HYBRID,UNISEX,BLACK,7,Riverview,Sector 33,East,5050011.04,11.04,370789.7181,5030420.564
-8424696.201,5688042.31,882,812,2022,2022/12/03 00:00:00+00,1903/06/08 00:00:00+00,Saturday,2022/12/02 00:00:00+00,1903/01/04 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,500,ECLI,N/A,REGULAR,UNISEX,DARK BLACK,1,Sandy Hill,Sector 24,Central,5050050,50,368946.8317,5031553.624
-8423946.385,5687969.952,883,1409,2022,2022/12/03 00:00:00+00,1903/05/27 00:00:00+00,Saturday,2022/11/27 00:00:00+00,1903/04/14 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,90,CHER,N/A,OTHER,WOMEN'S,PUPLE,1,Sandy Hill,Sector 24,Central,5050051,51,369474.4849,5031508.318
-8428938.386,5684635.761,884,1527,2022,2022/12/02 00:00:00+00,1903/09/18 00:00:00+00,Friday,2022/12/01 00:00:00+00,1906/02/07 00:00:00+00,Thursday,UNIVERSITIES / COLLEGES,THEFT<BICYCLE,STOLEN,100,SUPERCYCLE,SC1800,OTHER,UNISEX,RED,16,Civic Hospital-Central Park,Sector 21,Central,5050034,34,365987.7011,5029136.557
-8433428.994,5682598.582,885,425,2022,2022/12/01 00:00:00+00,1905/10/13 00:00:00+00,Thursday,2022/11/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,B&E RESIDENCE,STOLEN,N/A,NORTHROCK,XCX,MOUNTAIN,MEN'S,BLACK,10,Laurentian,Sector 14,West,5050032.02,32.02,362842.689,5027678.545
-8433428.994,5682598.582,886,426,2022,2022/12/01 00:00:00+00,1905/10/13 00:00:00+00,Thursday,2022/11/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,UNIVERSITIES / COLLEGES,THEFT<BICYCLE,STOLEN,N/A,NORTHROCK,XCX,MOUNTAIN,MEN'S,BLACK,10,Laurentian,Sector 14,West,5050032.02,32.02,362842.689,5027678.545
-8422641.305,5689376.911,887,1050,2022,2022/12/01 00:00:00+00,1904/06/15 00:00:00+00,Thursday,2022/11/14 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,1410,CANNONDALE,N/A,REGULAR,WOMEN'S,GRAY,0,Sandy Hill,Sector 24,Central,5050101,101,370381.7121,5032503.583
-8422641.305,5689376.911,888,1051,2022,2022/12/01 00:00:00+00,1904/06/15 00:00:00+00,Thursday,2022/11/14 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,1410,CANNONDALE,N/A,REGULAR,WOMEN'S,GRAY,0,Overbrook - McArthur,Sector 25,Central,5050101,101,370381.7121,5032503.583
-8424696.201,5688042.31,889,1526,2022,2022/12/01 00:00:00+00,1905/11/09 00:00:00+00,Thursday,2022/12/01 00:00:00+00,1902/07/18 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,1000,SCOTT,ASPECT 940,REGULAR,MEN'S,RED,9,Overbrook - McArthur,Sector 25,Central,5050050,50,368946.8317,5031553.624
-8426088.83,5686434.028,890,453,2022,2022/11/29 00:00:00+00,1903/11/17 00:00:00+00,Tuesday,2022/11/23 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,PRIVATE PROPERTY STRUCTURE,THEFT<BICYCLE,STOLEN,800,CCM,KROSSPORT,MOUNTAIN,MEN'S,BLACK BLUE,21,Centretown,Sector 23,Central,5050038,38,367979.1001,5030416.717
-8426088.83,5686434.028,891,454,2022,2022/11/29 00:00:00+00,1903/11/17 00:00:00+00,Tuesday,2022/11/23 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,800,CCM,KROSSPORT,REGULAR,MEN'S,BLACK BLUE,21,Centretown,Sector 23,Central,5050038,38,367979.1001,5030416.717
-8426479.824,5686072.456,892,424,2022,2022/11/28 00:00:00+00,1903/08/01 00:00:00+00,Monday,2022/11/10 00:00:00+00,1903/05/29 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT > FROM VEH,STOLEN,800,MANITOU,N/A,HYBRID,MEN'S,BLACK,0,Centretown,Sector 23,Central,5050039,39,367706.7071,5030160.565
-8418635.033,5689776.611,893,778,2022,2022/11/28 00:00:00+00,1900/08/09 00:00:00+00,Monday,2022/11/28 00:00:00+00,1900/08/09 00:00:00+00,Monday,"SINGLE HOME, HOUSE",B&E RESIDENCE,STOLEN,800,KONA,DEW,HYBRID,MEN'S,BROWN BLK,18,Carson Grove - Carson Meadows,Sector 32,East,5050122.03,122.03,373194.7219,5032813.579
-8418635.033,5689776.611,894,779,2022,2022/11/28 00:00:00+00,1900/08/09 00:00:00+00,Monday,2022/11/28 00:00:00+00,1900/08/09 00:00:00+00,Monday,UNIVERSITIES / COLLEGES,THEFT<BICYCLE,STOLEN,800,KONA,DEW,REGULAR,MEN'S,BROWN BLK,18,Carson Grove - Carson Meadows,Sector 32,East,5050122.03,122.03,373194.7219,5032813.579
-8418635.033,5689776.611,895,780,2022,2022/11/28 00:00:00+00,1900/08/09 00:00:00+00,Monday,2022/11/28 00:00:00+00,1900/08/09 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,800,KONA,DEW,HYBRID,MEN'S,BROWN BLK,18,Carson Grove - Carson Meadows,Sector 32,East,5050122.03,122.03,373194.7219,5032813.579
-8418635.033,5689776.611,896,781,2022,2022/11/28 00:00:00+00,1900/08/09 00:00:00+00,Monday,2022/11/28 00:00:00+00,1900/08/09 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,800,KONA,DEW,HYBRID,MEN'S,BROWN BLK,18,Carson Grove - Carson Meadows,Sector 32,East,5050122.03,122.03,373194.7219,5032813.579
-8424696.201,5688042.31,897,1049,2022,2022/11/28 00:00:00+00,1900/07/24 00:00:00+00,Monday,2022/11/27 00:00:00+00,1903/01/04 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,500,NORTHROCK,N/A,HYBRID,MEN'S,GRAY,0,Sandy Hill,Sector 24,Central,5050050,50,368946.8317,5031553.624
-8433896.342,5677030.544,898,423,2022,2022/11/25 00:00:00+00,1904/09/06 00:00:00+00,Friday,2022/11/25 00:00:00+00,1903/11/30 00:00:00+00,Friday,"SINGLE HOME, HOUSE",PROPERTY SEIZED,STOLEN,700,SPECIALIZED,ROCKHOPPER,HYBRID,MEN'S,BLACK,18,Braemar Park - Bel Air Heights - Copeland Park,Sector 15,West,5050026,26,362549.686,5023770.51
-8421122.927,5689819.105,899,1168,2022,2022/11/24 00:00:00+00,1903/06/07 00:00:00+00,Thursday,2022/11/23 00:00:00+00,1904/03/24 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,N/A,MINE,N/A,HYBRID,MEN'S,GREEN WHITE,10,Overbrook - McArthur,Sector 25,Central,5050061,61,371445.7159,5032824.584
-8426122.231,5689167.766,900,422,2022,2022/11/23 00:00:00+00,1904/02/11 00:00:00+00,Wednesday,2022/11/21 00:00:00+00,1904/08/26 00:00:00+00,Monday,BAR OR RESTAURANT,THEFT<BICYCLE,STOLEN,800,MOUN,N/A,MOUNTAIN,MEN'S,BLACK,7,Byward Market,Sector 24,Central,5050054,54,367936.3992,5032332.034
-8426122.231,5689167.766,901,1408,2022,2022/11/23 00:00:00+00,1904/02/11 00:00:00+00,Wednesday,2022/11/21 00:00:00+00,1904/08/26 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,800,MOUN,N/A,MOUNTAIN,WOMEN'S,PUPLE,21,Byward Market,Sector 24,Central,5050054,54,367936.3992,5032332.034
-8420937.216,5681684.277,902,1065,2022,2022/11/22 00:00:00+00,1904/10/10 00:00:00+00,Tuesday,2022/11/21 00:00:00+00,1904/03/09 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,1500,KHS,ULTRASPORT 3.0,OTHER,MEN'S,GRAY BLACK,27,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,7.03,371636.7271,5027124.537
-8420937.216,5681684.277,903,1066,2022,2022/11/22 00:00:00+00,1904/10/10 00:00:00+00,Tuesday,2022/11/21 00:00:00+00,1904/03/09 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,1500,KHS,ULTRASPORT 3.0,HYBRID,MEN'S,GRAY BLACK,27,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,7.03,371636.7271,5027124.537
-8420937.216,5681684.277,904,1067,2022,2022/11/22 00:00:00+00,1904/10/10 00:00:00+00,Tuesday,2022/11/21 00:00:00+00,1904/03/09 00:00:00+00,Monday,PARKING LOTS,THEFT<FRM VEHICL,STOLEN,1500,KHS,ULTRASPORT 3.0,MOUNTAIN,MEN'S,GRAY BLACK,27,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,7.03,371636.7271,5027124.537
-8420937.216,5681684.277,905,1749,2022,2022/11/22 00:00:00+00,1904/10/10 00:00:00+00,Tuesday,2022/11/21 00:00:00+00,1904/03/09 00:00:00+00,Monday,"SINGLE HOME, HOUSE",RECOV STLN PROP<,STOLEN,1000,DAVINCI,S1,OTHER,MEN'S,WHITE,24,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,7.03,371636.7271,5027124.537
-8420937.216,5681684.277,906,1750,2022,2022/11/22 00:00:00+00,1904/10/10 00:00:00+00,Tuesday,2022/11/21 00:00:00+00,1904/03/09 00:00:00+00,Monday,"SINGLE HOME, HOUSE",RECOV STLN PROP<,STOLEN,1000,DAVINCI,S1,HYBRID,MEN'S,WHITE,24,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,7.03,371636.7271,5027124.537
-8420937.216,5681684.277,907,1751,2022,2022/11/22 00:00:00+00,1904/10/10 00:00:00+00,Tuesday,2022/11/21 00:00:00+00,1904/03/09 00:00:00+00,Monday,PARKING LOTS,THEFT<FRM VEHICL,STOLEN,1000,DAVINCI,S1,TOURING,MEN'S,WHITE,24,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,7.03,371636.7271,5027124.537
-8433327.262,5683149.644,908,474,2022,2022/11/20 00:00:00+00,1904/04/02 00:00:00+00,Sunday,2022/11/13 00:00:00+00,1903/04/14 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,3049.87,LIV,AVAIL ADVANCE 3,OTHER,WOMEN'S,BLACK GRAY,18,Laurentian,Sector 14,West,5050033.01,33.01,362910.689,5028065.548
-8433327.262,5683149.644,909,475,2022,2022/11/20 00:00:00+00,1904/04/02 00:00:00+00,Sunday,2022/11/13 00:00:00+00,1903/04/14 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",B&E RESIDENCE,STOLEN,3049.87,LIV,AVAIL ADVANCE 3,OTHER,WOMEN'S,BLACK GRAY,18,Laurentian,Sector 14,West,5050033.01,33.01,362910.689,5028065.548
-8433327.262,5683149.644,910,758,2022,2022/11/20 00:00:00+00,1904/04/02 00:00:00+00,Sunday,2022/11/13 00:00:00+00,1903/04/14 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,750,GIAN,N/A,OTHER,WOMEN'S,BLUE WHITE,21,Laurentian,Sector 14,West,5050033.01,33.01,362910.689,5028065.548
-8433327.262,5683149.644,911,759,2022,2022/11/20 00:00:00+00,1904/04/02 00:00:00+00,Sunday,2022/11/13 00:00:00+00,1903/04/14 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,750,GIAN,N/A,OTHER,WOMEN'S,BLUE WHITE,21,Laurentian,Sector 14,West,5050033.01,33.01,362910.689,5028065.548
-8433327.262,5683149.644,912,1524,2022,2022/11/20 00:00:00+00,1904/04/02 00:00:00+00,Sunday,2022/11/13 00:00:00+00,1903/04/14 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,7594.31,NARCO,OPTIC C2 SRAM,MOUNTAIN,WOMEN'S,RED,0,Laurentian,Sector 14,West,5050033.01,33.01,362910.689,5028065.548
-8433327.262,5683149.644,913,1525,2022,2022/11/20 00:00:00+00,1904/04/02 00:00:00+00,Sunday,2022/11/13 00:00:00+00,1903/04/14 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",B&E RESIDENCE,STOLEN,7594.31,NARCO,OPTIC C2 SRAM,HYBRID,WOMEN'S,RED,0,Laurentian,Sector 14,West,5050033.01,33.01,362910.689,5028065.548
-8426116.675,5683988.677,914,723,2022,2022/11/19 00:00:00+00,1906/03/01 00:00:00+00,Saturday,2022/11/12 00:00:00+00,1905/06/22 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,N/A,TARMAC,SPEC,RACER,MEN'S,BLUE,10,Glebe - Dows Lake,Sector 22,Central,5050019,19,367976.7101,5028702.553
-8426116.675,5683988.677,915,724,2022,2022/11/19 00:00:00+00,1906/03/01 00:00:00+00,Saturday,2022/11/12 00:00:00+00,1905/06/22 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,N/A,TARMAC,SPEC,OTHER,MEN'S,BLUE,10,Glebe - Dows Lake,Sector 22,Central,5050019,19,367976.7101,5028702.553
-8426116.675,5683988.677,916,1747,2022,2022/11/19 00:00:00+00,1906/03/01 00:00:00+00,Saturday,2022/11/12 00:00:00+00,1905/06/22 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",B&E RESIDENCE,STOLEN,N/A,FELT,N/A,RACER,UNISEX,WHITE,20,Glebe - Dows Lake,Sector 22,Central,5050019,19,367976.7101,5028702.553
-8426116.675,5683988.677,917,1748,2022,2022/11/19 00:00:00+00,1906/03/01 00:00:00+00,Saturday,2022/11/12 00:00:00+00,1905/06/22 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,N/A,FELT,N/A,MOUNTAIN,UNISEX,WHITE,20,Glebe - Dows Lake,Sector 22,Central,5050019,19,367976.7101,5028702.553
-8426167.077,5687626.163,918,418,2022,2022/11/18 00:00:00+00,1903/02/10 00:00:00+00,Friday,2022/11/15 00:00:00+00,1904/05/18 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,1000,GIAN,ESCAPE,HYBRID,MEN'S,BLACK,21,Centretown,Sector 23,Central,5050037,37,367915.706,5031251.575
-8426167.077,5687626.163,919,419,2022,2022/11/18 00:00:00+00,1903/02/10 00:00:00+00,Friday,2022/11/15 00:00:00+00,1904/05/18 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,600,FUJI,ABSOLUTE 1.9,HYBRID,WOMEN'S,BLACK,7,Centretown,Sector 23,Central,5050037,37,367915.706,5031251.575
-8426167.077,5687626.163,920,420,2022,2022/11/18 00:00:00+00,1903/02/10 00:00:00+00,Friday,2022/11/15 00:00:00+00,1904/05/18 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",B&E RESIDENCE,STOLEN,1000,GIAN,ESCAPE,TOURING,MEN'S,BLACK,21,Centretown,Sector 23,Central,5050037,37,367915.706,5031251.575
-8426167.077,5687626.163,921,421,2022,2022/11/18 00:00:00+00,1903/02/10 00:00:00+00,Friday,2022/11/15 00:00:00+00,1904/05/18 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,600,FUJI,ABSOLUTE 1.9,TOURING,WOMEN'S,BLACK,7,Centretown,Sector 23,Central,5050037,37,367915.706,5031251.575
-8425014.185,5688545.014,922,1746,2022,2022/11/17 00:00:00+00,1903/12/21 00:00:00+00,Thursday,2022/11/17 00:00:00+00,1902/03/25 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,425,TAKARA,NOBU,HYBRID,MEN'S,WHITE,8,Sandy Hill,Sector 24,Central,5050050,50,368719.7071,5031903.58
-8426167.077,5687626.163,923,719,2022,2022/11/16 00:00:00+00,1903/06/01 00:00:00+00,Wednesday,2022/11/16 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,PARKING LOTS,VEHICLE REC STOL,STOLEN,90,UNK,N/A,OTHER,CHILD'S,BLUE,0,Centretown,Sector 23,Central,5050037,37,367915.706,5031251.575
-8426167.077,5687626.163,924,720,2022,2022/11/16 00:00:00+00,1903/06/01 00:00:00+00,Wednesday,2022/11/16 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,PARKING LOTS,VEHICLE TOWED,STOLEN,90,UNK,N/A,OTHER,CHILD'S,BLUE,0,Centretown,Sector 23,Central,5050037,37,367915.706,5031251.575
-8426167.077,5687626.163,925,721,2022,2022/11/16 00:00:00+00,1903/06/01 00:00:00+00,Wednesday,2022/11/16 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,PARKING LOTS,THEFT MOTOR VEH,STOLEN,90,UNK,N/A,OTHER,CHILD'S,BLUE,0,Centretown,Sector 23,Central,5050037,37,367915.706,5031251.575
-8426167.077,5687626.163,926,722,2022,2022/11/16 00:00:00+00,1903/06/01 00:00:00+00,Wednesday,2022/11/16 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,OPEN AREAS,THEFT<BICYCLE,STOLEN,90,UNK,N/A,OTHER,CHILD'S,BLUE,0,Centretown,Sector 23,Central,5050037,37,367915.706,5031251.575
-8426167.077,5687626.163,927,1623,2022,2022/11/16 00:00:00+00,1904/02/17 00:00:00+00,Wednesday,2022/10/29 00:00:00+00,1906/01/08 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,490,TRIBAN,SHIMANO,REGULAR,MEN'S,SILK,7,Centretown,Sector 23,Central,5050037,37,367915.706,5031251.575
-8426167.077,5687626.163,928,1624,2022,2022/11/16 00:00:00+00,1904/02/17 00:00:00+00,Wednesday,2022/10/29 00:00:00+00,1906/01/08 00:00:00+00,Saturday,PARKING LOTS,THEFT<BICYCLE,STOLEN,490,TRIBAN,SHIMANO,OTHER,MEN'S,SILK,7,Centretown,Sector 23,Central,5050037,37,367915.706,5031251.575
-8426167.077,5687626.163,929,1625,2022,2022/11/16 00:00:00+00,1904/02/17 00:00:00+00,Wednesday,2022/10/29 00:00:00+00,1906/01/08 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,490,TRIBAN,SHIMANO,HYBRID,MEN'S,SILK,7,Centretown,Sector 23,Central,5050037,37,367915.706,5031251.575
-8432807.364,5682026.586,930,1622,2022,2022/11/15 00:00:00+00,1904/10/13 00:00:00+00,Tuesday,2022/11/12 00:00:00+00,1904/02/08 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,BREACH PROBATION,STOLEN,800,GIANT,TALON,REGULAR,MEN'S,SILK,0,Laurentian,Sector 14,West,5050033.01,33.01,363283.691,5027281.541
-8448704.898,5671982.967,931,416,2022,2022/11/14 00:00:00+00,1905/06/28 00:00:00+00,Monday,2022/11/13 00:00:00+00,1904/06/17 00:00:00+00,Sunday,PRIVATE PROPERTY STRUCTURE,THEFT<BICYCLE,STOLEN,100,SUPER,1800,HYBRID,UNISEX,BLACK,18,Beaverbrook,Sector 13,West,5050160.06,160.06,352152.8279,5020141.646
-8425663.641,5685918.699,932,417,2022,2022/11/14 00:00:00+00,1904/02/10 00:00:00+00,Monday,2022/10/05 00:00:00+00,1906/01/08 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,1000,LOUIS GARNEAU,URBANIA 4,OTHER,MEN'S,BLACK,24,Glebe - Dows Lake,Sector 22,Central,5050036,36,368281.709,5030058.564
-8447274.409,5666538.655,933,739,2022,2022/11/14 00:00:00+00,1905/04/07 00:00:00+00,Monday,2022/11/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,600,OTHER,N/A,MOUNTAIN,CHILD'S,BLUE GRAY,12,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.02,162.02,353189.5381,5016326.581
-8447274.409,5666538.655,934,740,2022,2022/11/14 00:00:00+00,1905/04/07 00:00:00+00,Monday,2022/11/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,600,OTHER,N/A,REGULAR,CHILD'S,BLUE GRAY,12,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.02,162.02,353189.5381,5016326.581
-8429490.673,5676001.234,935,718,2022,2022/11/13 00:00:00+00,1904/09/04 00:00:00+00,Sunday,2022/11/12 00:00:00+00,1904/08/26 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",B&E RESIDENCE,STOLEN,800,GT,STOMPER,OTHER,MEN'S,BLUE,0,Borden Farm - Fisher Glen,Sector 17,West,5050131.01,131.01,365657.7019,5023077.506
-8426937,5681425.815,936,757,2022,2022/11/13 00:00:00+00,1903/12/12 00:00:00+00,Sunday,2022/11/13 00:00:00+00,1903/12/12 00:00:00+00,Sunday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT<BICYCLE,STOLEN,N/A,UNKNOWN,N/A,MOUNTAIN,WOMEN'S,BLUE WHITE,12,Carleton University,Sector 22,Central,5050020.01,20.01,367417.5989,5026899.964
-8425134.587,5688289.587,937,1048,2022,2022/11/12 00:00:00+00,1905/07/08 00:00:00+00,Saturday,2022/11/11 00:00:00+00,1902/07/03 00:00:00+00,Friday,UNIVERSITIES / COLLEGES,THEFT<BICYCLE,STOLEN,600,RALEIGH,MOUNTAIN BIKE,REGULAR,MEN'S,GRAY,8,Sandy Hill,Sector 24,Central,5050050,50,368636.8819,5031723.753
-8425440.091,5689053.181,938,414,2022,2022/11/11 00:00:00+00,1904/03/13 00:00:00+00,Friday,2022/11/11 00:00:00+00,1903/05/14 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,B&E RESIDENCE,STOLEN,1100,CANNONDALE,QUICK DISC 3,RACER,MEN'S,BLACK,9,Ledbury - Heron Gate - Ridgemont,Sector 34,East,5050053,53,368416.706,5032256.584
-8425440.091,5689053.181,939,415,2022,2022/11/11 00:00:00+00,1904/03/13 00:00:00+00,Friday,2022/11/11 00:00:00+00,1903/05/14 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,300,TREK,N/A,HYBRID,MEN'S,BLACK,15,Ledbury - Heron Gate - Ridgemont,Sector 34,East,5050053,53,368416.706,5032256.584
-8422136.797,5679924.395,940,810,2022,2022/11/11 00:00:00+00,1903/09/09 00:00:00+00,Friday,2022/11/10 00:00:00+00,1904/02/08 00:00:00+00,Thursday,PRIVATE PROPERTY STRUCTURE,B&E RESIDENCE,STOLEN,1200,TREK,N/A,MOUNTAIN,WOMEN'S,DARK BLACK,15,Ledbury - Heron Gate - Ridgemont,Sector 34,East,5050001.01,1.01,370805.7249,5025881.528
-8422136.797,5679924.395,941,811,2022,2022/11/11 00:00:00+00,1903/09/09 00:00:00+00,Friday,2022/11/10 00:00:00+00,1904/02/08 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,1200,TREK,N/A,HYBRID,WOMEN'S,DARK BLACK,15,Ledbury - Heron Gate - Ridgemont,Sector 34,East,5050001.01,1.01,370805.7249,5025881.528
-8422136.797,5679924.395,942,1046,2022,2022/11/11 00:00:00+00,1903/09/09 00:00:00+00,Friday,2022/11/10 00:00:00+00,1904/02/08 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,1000,CANNONDALE,N/A,HYBRID,MEN'S,GRAY,1,Ledbury - Heron Gate - Ridgemont,Sector 34,East,5050001.01,1.01,370805.7249,5025881.528
-8422136.797,5679924.395,943,1047,2022,2022/11/11 00:00:00+00,1903/09/09 00:00:00+00,Friday,2022/11/10 00:00:00+00,1904/02/08 00:00:00+00,Thursday,PRIVATE PROPERTY STRUCTURE,B&E RESIDENCE,STOLEN,1000,CANNONDALE,N/A,HYBRID,MEN'S,GRAY,1,Ledbury - Heron Gate - Ridgemont,Sector 34,East,5050001.01,1.01,370805.7249,5025881.528
-8422136.797,5679924.395,944,1147,2022,2022/11/11 00:00:00+00,1903/09/09 00:00:00+00,Friday,2022/11/10 00:00:00+00,1904/02/08 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,1200,TREK,N/A,HYBRID,WOMEN'S,GREEN,1,Lindenlea - New Edinburgh,Sector 25,Central,5050001.01,1.01,370805.7249,5025881.528
-8422136.797,5679924.395,945,1148,2022,2022/11/11 00:00:00+00,1903/09/09 00:00:00+00,Friday,2022/11/10 00:00:00+00,1904/02/08 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,1200,TREK,N/A,HYBRID,WOMEN'S,GREEN,1,Lindenlea - New Edinburgh,Sector 25,Central,5050001.01,1.01,370805.7249,5025881.528
-8424761.45,5689198.998,946,1312,2022,2022/11/11 00:00:00+00,1902/10/13 00:00:00+00,Friday,2022/11/10 00:00:00+00,1900/05/09 00:00:00+00,Thursday,UNIVERSITIES / COLLEGES,THEFT<BICYCLE,STOLEN,N/A,UNKNOWN,N/A,MOUNTAIN,WOMEN'S,N/A,21,Sandy Hill,Sector 24,Central,5050051,51,368892.7071,5032363.584
-8424761.45,5689198.998,947,1313,2022,2022/11/11 00:00:00+00,1902/10/13 00:00:00+00,Friday,2022/11/10 00:00:00+00,1900/05/09 00:00:00+00,Thursday,DWELLING UNIT,THEFT<BICYCLE,STOLEN,N/A,UNKNOWN,N/A,MOUNTAIN,WOMEN'S,N/A,21,Sandy Hill,Sector 24,Central,5050051,51,368892.7071,5032363.584
-8424952.401,5691166.054,948,1546,2022,2022/11/11 00:00:00+00,1904/12/20 00:00:00+00,Friday,2022/11/07 00:00:00+00,1905/03/14 00:00:00+00,Monday,PRIVATE PROPERTY STRUCTURE,THEFT<BICYCLE,STOLEN,1200,SPEC,DIVERGE,HYBRID,MEN'S,RED BLACK,0,Sandy Hill,Sector 24,Central,5050058,58,368744.477,5033740.188
