X,Y,FID_,ID,Year,Reported_D,Reported_Time,Reported_WeekDay,Occurrence,Occurren_1,Occurren_2,Location_T,Primary_Offence,Bicycle_Status,Bicycle_Value,Bicycle_Make,Bicycle_Model,Bicycle_Type,Bicycle_Frame,Bicycle_Color,Bicycle_Speed,Ottawa_Neighboirhood,Ottawa_N_1_policeSector,Ottawa_N_2policeDevision,Census_TractUniqueId,Census_T_1_Name,X_Coordina,Y_Coordina
-8437786.606,5679114.019,8332,8671,2017,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Thursday,PARK,THEFT <BICYCLE,STOLEN,300,SUPERCYCLE,NORCO,MOUNTAIN,MEN'S,SILK,1,Britannia Village,Sector 14,West,5050029,29,359798.6729,5025207.522
-8425770.758,5688849.568,8333,7421,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,400,NAKAMURA,CHOCK CLIMBER,MOUNTAIN,MEN'S, WHITE,0,Vanier North,Sector 25,Central,5050054,54,368185.7049,5032111.583
-8423385.748,5690857.852,8334,7474,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,1500,TREK,LEXA,REGULAR,WOMEN'S, WHITE,1,Sandy Hill,Sector 24,Central,5050104,104,369847.7079,5033535.593
-8432290.441,5684111.425,8335,7724,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/06/30 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,450,PURE FIX,INDIA,OTHER,MEN'S,BLACK,1,Sandy Hill,Sector 24,Central,5050045,45,363633.6921,5028746.554
-8418899.658,5681711.945,8336,7725,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/07/28 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,180,NAKAMURA,N/A,MOUNTAIN,MEN'S,BLACK,21,Sandy Hill,Sector 24,Central,5050001.08,1.08,373069.966,5027159.299
-8431057.013,5664444.86,8337,7726,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,240,NAKARUMA,N/A,HYBRID,MEN'S,BLACK,21,Sandy Hill,Sector 24,Central,5050141.12,141.12,364631.8301,5014953.584
-8432290.441,5684111.425,8338,7877,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/06/30 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,500,CCM,DELSON HYBRID,HYBRID,MEN'S,BLACK,0,Vanier North,Sector 25,Central,5050045,45,363633.6921,5028746.554
-8418899.658,5681711.945,8339,7912,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/07/28 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,100,GIANT,N/A,HYBRID,MEN'S,BLACK,0,Vanier North,Sector 25,Central,5050001.08,1.08,373069.966,5027159.299
-8425770.758,5688849.568,8340,7952,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,600,JUSTICE,N/A,BMX,UNISEX,BLACK PINK,1,Vanier North,Sector 25,Central,5050054,54,368185.7049,5032111.583
-8423059.016,5691547.331,8341,7957,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,200,CCM,N/A,MOUNTAIN,MEN'S,BLACK RED,18,Westboro,Sector 21,Central,5050103,103,370072.3227,5034020.913
-8425770.758,5688849.568,8342,7972,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,25,UNKNOWN,N/A,REGULAR,UNISEX,BLUE,0,West Centretown,Sector 22,Central,5050054,54,368185.7049,5032111.583
-8426833.294,5687091.031,8343,8035,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,100,SCHWINN,MIRADA,REGULAR,N/A,BLUE,21,Sandy Hill,Sector 24,Central,5050040,40,367451.0551,5030871.907
-8426833.294,5687091.031,8344,8094,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,350,GIANT,CYPRESS,HYBRID,WOMEN'S,BLUE,0,Vanier North,Sector 25,Central,5050040,40,367451.0551,5030871.907
-8428094.753,5686572.219,8345,8115,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,800,GIANT,CYPRESS,HYBRID,MEN'S,BROWN,0,South Keys - Greenboro West,Sector 35,East,5050041,41,366567.7019,5030499.569
-8425770.758,5688849.568,8346,8120,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,500,GIANT,ESCAPE 3,OTHER,MEN'S,BROWN GRAY,21,Centretown,Sector 23,Central,5050054,54,368185.7049,5032111.583
-8423059.016,5691547.331,8347,8308,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,RECOVERED,N/A,RALEIGH,SPORT,MOUNTAIN,WOMEN'S,GRAYSILK,21,Chapman Mills,Sector 16,West,5050103,103,370072.3227,5034020.913
-8423059.016,5691547.331,8348,8366,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,200,UNKNOWN,N/A,BMX,MEN'S,LIGHT GREEN,1,Westboro,Sector 21,Central,5050103,103,370072.3227,5034020.913
-8425770.758,5688849.568,8349,8388,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,200,INFINITY,N/A,REGULAR,UNISEX,N/A,0,South Keys - Greenboro West,Sector 35,East,5050054,54,368185.7049,5032111.583
-8423059.016,5691547.331,8350,8640,2017,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,200,UNKNOWN,N/A,BMX,MEN'S,SILK,1,Centretown,Sector 23,Central,5050103,103,370072.3227,5034020.913
-8426937,5681425.815,8351,7420,2017,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,N/A,800,ORBEA,MX29,MOUNTAIN,MEN'S, ORANGE BLACK,21,Old Ottawa East,Sector 22,Central,5050020.01,20.01,367417.5989,5026899.964
-8433658.253,5682867.423,8352,7473,2017,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,300,DIAMONDBACK,INSIGHT 2,HYBRID,MEN'S, WHITE,24,Old Ottawa East,Sector 22,Central,5050032.02,32.02,362679.6879,5027865.546
-8424613.418,5685987.919,8353,7722,2017,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,800,IRON HORSE,DEW PLUS,HYBRID,MEN'S,BLACK,24,Hunt Club East - Western Community,Sector 35,East,5050015,15,369019.7121,5030114.564
-8423636.654,5676273.35,8354,7723,2017,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,600,CCM,N/A,MOUNTAIN,MEN'S,BLACK,21,Hunt Club East - Western Community,Sector 35,East,5050002.05,2.05,369776.7219,5023309.508
-8427496.513,5687786.077,8355,7728,2017,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/06/19 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,STOLEN,1000,GIANT,DASH,HYBRID,WOMEN'S,BLACK,9,Hintonburg - Mechanicsville,Sector 21,Central,5050048,48,366979.9412,5031354.328
-8427496.513,5687786.077,8356,7857,2017,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/06/19 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,STOLEN,700,SEVEN PEAKS,FREELANCE,HYBRID,MEN'S,BLACK,21,Sandy Hill,Sector 24,Central,5050048,48,366979.9412,5031354.328
-8425711.948,5688756.198,8357,8034,2017,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2015/07/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,500,CCM,N/A,HYBRID,MEN'S,BLUE,0,Laurentian,Sector 14,West,5050054,54,368227.7049,5032046.582
-8423636.654,5676273.35,8358,8207,2017,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,300,HUFFY,N/A,MOUNTAIN,UNISEX,GRAY,18,Chapman Mills,Sector 16,West,5050002.05,2.05,369776.7219,5023309.508
-8431548.915,5664176.236,8359,8209,2017,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,250,BMX,N/A,BMX,MEN'S,GRAY,1,Centretown,Sector 23,Central,5050141.12,141.12,364286.8811,5014761.599
-8428903.126,5685487.163,8360,8549,2017,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,175,NISHIKI,ODYSSEY,RACER,UNISEX,RED,18,Centretown,Sector 23,Central,5050043,43,366006.7,5029733.563
-8424613.418,5685987.919,8361,8703,2017,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,RECOVERED,100,TOWN N COUNTRY,N/A,REGULAR,WOMEN'S,YELLOW,5,Carleton University,Sector 22,Central,5050015,15,369019.7121,5030114.564
-8429322.9,5685311.474,8362,7351,2017,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Monday,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Monday,OPEN AREAS,THEFT <BICYCLE,STOLEN,599,GIANT,GIANT HYBRID ES,HYBRID,UNISEX, DARK BLUE,24,Sandy Hill,Sector 24,Central,5050043,43,365712.6989,5029607.562
-8422519.443,5690287.784,8363,7398,2017,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Monday,2017/07/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,STOLEN,100,DIAMONDBACK,JOKER,BMX,CHILD'S, ORANGE,1,Sandy Hill,Sector 24,Central,5050102,102,370460.711,5033142.589
-8426221.7,5688708.528,8364,7717,2017,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Monday,2017/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,1000,NORCO,N/A,HYBRID,WOMEN'S,BLACK,27,Vanier South,Sector 25,Central,5050054,54,367869.7041,5032009.582
-8430018.175,5681007.586,8365,7718,2017,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Monday,2017/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,225,SUPERCYCLE,TEMPO,HYBRID,MEN'S,BLACK,21,Carlington,Sector 21,Central,5050021,21,365252.7,5026585.535
-8419185.836,5683284.321,8366,7719,2017,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Monday,2017/07/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,STOLEN,500,GIANT,HYBRID BIKE,HYBRID,MEN'S,BLACK,25,Hintonburg - Mechanicsville,Sector 21,Central,5050008,8,372856.731,5028259.544
-8424186.218,5689804.031,8367,7720,2017,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Monday,2017/07/29 00:00:00+00,1899/12/30 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,150,SUPERCYCLE,XTI-18 DS,MOUNTAIN,UNISEX,BLACK,21,Elmvale - Canterbury,Sector 33,East,5050052,52,369292.7079,5032791.587
-8419735.821,5684632.633,8368,7721,2017,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Monday,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,900,BROOKLYN BICYCL,ROEBLING,HYBRID,MEN'S,BLACK,24,Sandy Hill,Sector 24,Central,5050009,9,372459.7271,5029200.552
-8426221.7,5688708.528,8369,8548,2017,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Monday,2017/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,300,UNKNOWN,N/A,MOUNTAIN,CHILD'S,RED,21,Elmvale - Canterbury,Sector 33,East,5050054,54,367869.7041,5032009.582
-8426053.246,5690472.265,8370,7350,2017,2017/07/30 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2017/07/27 00:00:00+00,1899/12/30 00:00:00+00,Sunday,PARKING LOTS,THEFT <BICYCLE,STOLEN,300,SUPERCYCLE,700C CIRCUIT BI,TOURING,MEN'S, DARK BLUE,14,Byward Market,Sector 24,Central,5050056,56,367975.7151,5033246.39
-8425897.216,5689290.466,8371,7715,2017,2017/07/30 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2017/07/29 00:00:00+00,1899/12/30 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,700,TREK,FX 7.3,HYBRID,MEN'S,BLACK,27,Stittsville,Sector 13,West,5050054,54,368093.7041,5032419.586
-8446240.027,5664948.088,8372,7716,2017,2017/07/30 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2017/07/30 00:00:00+00,1899/12/30 00:00:00+00,Sunday,PARKING LOTS,THEFT <BICYCLE,STOLEN,800,TREK,MARLIN 5,MOUNTAIN,MEN'S,BLACK,0,Centretown,Sector 23,Central,5050162.01,162.01,353927.1419,5015214.958
-8429910.894,5681375.912,8373,8095,2017,2017/07/30 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2017/07/29 00:00:00+00,1899/12/30 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,550,RALE,RALEIGH ROUTE H,HYBRID,MEN'S,BLUE,21,Byward Market,Sector 24,Central,5050021,21,365325.7,5026844.537
-8429910.894,5681375.912,8374,8329,2017,2017/07/30 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2017/07/29 00:00:00+00,1899/12/30 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,200,UNKNOWN,N/A,OTHER,WOMEN'S,GREEN,21,Carlington,Sector 21,Central,5050021,21,365325.7,5026844.537
-8429910.894,5681375.912,8375,8330,2017,2017/07/30 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2017/07/29 00:00:00+00,1899/12/30 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,200,UNKNOWN,N/A,TOURING,MEN'S,GREEN,21,Carlington,Sector 21,Central,5050021,21,365325.7,5026844.537
-8427442.324,5687690.276,8376,8547,2017,2017/07/30 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2017/07/29 00:00:00+00,1899/12/30 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,1400,GIANT,TCX1,RACER,MEN'S,RED,21,Carlington,Sector 21,Central,5050048,48,367018.7019,5031287.576
-8427723.351,5686413.067,8377,8032,2017,2017/07/29 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2017/07/28 00:00:00+00,1899/12/30 00:00:00+00,Saturday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,1100,NORCO,CHARGER,MOUNTAIN,UNISEX,BLUE,1,West Centretown,Sector 22,Central,5050041,41,366829.9449,5030390.601
-8425073.362,5688882.456,8378,8033,2017,2017/07/29 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2017/07/28 00:00:00+00,1899/12/30 00:00:00+00,Saturday,CHURCH/SYNAGOGUE/TEMPLE/MOSQUE/RELIGIOUS INSTITUTION,THEFT <BICYCLE,STOLEN,80,SKYLINE,N/A,RACER,UNISEX,BLUE,21,Sandy Hill,Sector 24,Central,5050050,50,368675.7071,5032139.582
-8424049.478,5689288.452,8379,8641,2017,2017/07/29 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2017/07/29 00:00:00+00,1899/12/30 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",THEFT >BICYCLE,STOLEN,5400,SANTA CRUZ,BLUR,MOUNTAIN,MEN'S,SILK,18,Sandy Hill,Sector 24,Central,5050052,52,369392.5271,5032431.372
-8424911.074,5685579.052,8380,7349,2017,2017/07/28 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/07/24 00:00:00+00,1899/12/30 00:00:00+00,Friday,PARKING LOTS,THEFT <BICYCLE,STOLEN,722,LIV,ALIGHT 2 M DARK,REGULAR,UNISEX, DARK BLUE,5,Carlington,Sector 21,Central,5050018,18,368813.32,5029825.873
-8429833.899,5681252.525,8381,7541,2017,2017/07/28 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/07/26 00:00:00+00,1899/12/30 00:00:00+00,Friday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,1500,SPECIALIZED,ALLEZ COMP,RACER,MEN'S, WHITE,18,Centretown,Sector 23,Central,5050021,21,365380.7,5026758.537
-8430215.081,5681443.672,8382,8378,2017,2017/07/28 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/07/27 00:00:00+00,1899/12/30 00:00:00+00,Friday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,400,IRON HORSE,N/A,MOUNTAIN,WOMEN'S,MAROON,21,Glebe - Dows Lake,Sector 22,Central,5050021,21,365111.2381,5026889.999
-8427097.21,5687636.899,8383,8398,2017,2017/07/28 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/07/27 00:00:00+00,1899/12/30 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,2500,CANNONDALE,SUPERX,OTHER,MEN'S,N/A,22,Carlington,Sector 21,Central,5050048,48,367261.703,5031252.576
-8429833.899,5681252.525,8384,8679,2017,2017/07/28 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/07/26 00:00:00+00,1899/12/30 00:00:00+00,Friday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,1130,BREEZER,UPTOWN 8,HYBRID,UNISEX,SILK BLUE,8,Carlington,Sector 21,Central,5050021,21,365380.7,5026758.537
-8429173.661,5685973.679,8385,7348,2017,2017/07/27 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/07/26 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,500,GIANT,LIV CITY,HYBRID,WOMEN'S, DARK BLUE,1,Hintonburg - Mechanicsville,Sector 21,Central,5050046,46,365813.1521,5030072.701
-8426219.59,5686722.102,8386,8136,2017,2017/07/27 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/07/25 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,150,INFINITY,UNKNOWN,MOUNTAIN,MEN'S,DARK GREEN,30,Centretown,Sector 23,Central,5050038,38,367885.1342,5030617.679
-8419793.705,5688260.501,8387,8206,2017,2017/07/27 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/07/27 00:00:00+00,1899/12/30 00:00:00+00,Thursday,PARKING LOTS,THEFT <BICYCLE,STOLEN,351,CCM,SAVAGE,MOUNTAIN,MEN'S,GRAY,0,Overbrook - McArthur,Sector 25,Central,5050012,12,372391.7219,5031742.572
-8430709.402,5685307.699,8388,8365,2017,2017/07/27 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/07/27 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,650,TREK,7.3 FX,HYBRID,MEN'S,LIGHT GREEN,27,Hintonburg - Mechanicsville,Sector 21,Central,5050045,45,364737.6951,5029595.562
-8433064.213,5664190.161,8389,8545,2017,2017/07/27 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/07/26 00:00:00+00,1899/12/30 00:00:00+00,Thursday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,N/A,UNKNOWN,N/A,MOUNTAIN,WOMEN'S,RED,12,Old Barrhaven East,Sector 16,West,5050140.05,140.05,363218.6811,5014761.431
-8425597.637,5687674.646,8390,8546,2017,2017/07/27 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/07/26 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,500,SPECIALIZED,SIRRUS,HYBRID,UNISEX,RED,24,Centretown,Sector 23,Central,5050049,49,368315.7071,5031289.575
-8419793.705,5688260.501,8391,8596,2017,2017/07/27 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/07/27 00:00:00+00,1899/12/30 00:00:00+00,Thursday,PARKING LOTS,THEFT <BICYCLE,STOLEN,500,TREK,LEXA SL,RACER,WOMEN'S,RED,9,Hunt Club Park,Sector 33,East,5050012,12,372391.7219,5031742.572
-8417747.33,5679674.026,8392,8691,2017,2017/07/27 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/07/26 00:00:00+00,1899/12/30 00:00:00+00,Thursday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,150,NITRO,N/A,MOUNTAIN,UNISEX,TRQ,0,Overbrook - McArthur,Sector 25,Central,5050001.07,1.07,373896.3019,5025739.023
-8427437.41,5686311.732,8393,7714,2017,2017/07/26 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/07/25 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,450,PEUGOT,FIXED GEAR,HYBRID,MEN'S,BLACK,1,Centretown,Sector 22,Central,5050041,41,367031.7041,5030321.567
-8434413.737,5679039.675,8394,8031,2017,2017/07/26 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/07/25 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,N/A,SPORTEK,N/A,MOUNTAIN,MEN'S,BLUE,21,Carlingwood West - Glabar Park - McKellar Heights,Sector 14,West,5050025,25,362172.6849,5025176.522
-8423737.744,5677082.589,8395,7713,2017,2017/07/25 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/07/25 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,STOLEN,600,B-FOLD,B-FOLD,OTHER,UNISEX,BLACK,0,Hintonburg - Mechanicsville,Sector 21,Central,5050002.05,2.05,369699.7219,5023876.513
-8430211.814,5685909.914,8396,7964,2017,2017/07/25 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/07/24 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,700,GIANT,SEEK,HYBRID,MEN'S,BLACK SILK,24,Hunt Club East - Western Community,Sector 35,East,5050046,46,365083.574,5030020.981
-8429496.511,5681454.628,8397,8205,2017,2017/07/25 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/07/23 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,111,UNKNOWN,24 BIKE BOY,MOUNTAIN,CHILD'S,GRAY,0,Carlington,Sector 21,Central,5050021,21,365616.7011,5026902.538
-8429788.105,5682768.162,8398,7898,2017,2017/07/24 00:00:00+00,1899/12/30 00:00:00+00,Monday,2017/07/22 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,300,KONA,LANA'I,MOUNTAIN,MEN'S,BLACK,12,Byward Market,Sector 24,Central,5050021,21,365402.7,5027821.546
-8429788.105,5682768.162,8399,8030,2017,2017/07/24 00:00:00+00,1899/12/30 00:00:00+00,Monday,2017/07/22 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,80,CCM,N/A,MOUNTAIN,MEN'S,BLUE,18,Carlington,Sector 21,Central,5050021,21,365402.7,5027821.546
-8429788.105,5682768.162,8400,8351,2017,2017/07/24 00:00:00+00,1899/12/30 00:00:00+00,Monday,2017/07/22 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,2000,SCOTT,SCALE,MOUNTAIN,MEN'S,GREEN,27,Byward Market,Sector 24,Central,5050021,21,365402.7,5027821.546
