X,Y,Year,Occurrence,Occurren_Day,Location_T,Bicycle_Status,Bicycle_Value,Bicycle_Make,Bicycle_Type,Bicycle_Frame,Bicycle_Color,Ottawa_Neighboirhood,Month,Diff_Rep_Occu,Brand_Popularity,Range_Price,Weekend_or_WeekDay
-8425597.637,5687674.646,2022,2022/05/24 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,74,MARLIN,OTHER,WOMEN'S,BLACK,Overbrook - McArthur,May,0,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8449301.311,5671058.585,2022,2022/11/10 00:00:00+00,Thursday,PRIVATE PROPERTY STRUCTURE,STOLEN,1344.35,MADONE,REGULAR,MEN'S,RED,Kanata Lakes - Arcardia,November,1,LESS-RECOGNIZED,AFFORDABLE,Week_Day
-8450444.97,5670537.726,2022,2022/06/14 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1200,SPECIALIZED,MOUNTAIN,MEN'S,BLACK,Overbrook - McArthur,June,0,Well-Known,AFFORDABLE,Week_Day
-8430366.454,5667712.625,2022,2022/11/01 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,700,TREK,REGULAR,WOMEN'S,WHITE,Old Barrhaven East,November,0,Well-Known,LOW PRICE,Week_Day
-8419057.969,5693127.941,2022,2022/06/13 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,750,MEC,OTHER,MEN'S,BLACK,West Centretown,June,1,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8430366.454,5667712.625,2022,2022/11/01 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,STOLEN,700,TREK,OTHER,WOMEN'S,WHITE,Old Barrhaven East,November,1,Well-Known,LOW PRICE,Week_Day
-8419057.969,5693127.941,2022,2022/06/13 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,750,MEC,HYBRID,MEN'S,BLACK,West Centretown,June,1,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8433162.28,5683169.469,2022,2022/12/09 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,5000,TREK,HYBRID,MEN'S,BLUE,Laurentian,December,1,Well-Known,HIGH,Weekend
-8433162.28,5683169.469,2022,2022/12/09 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,5000,TREK,REGULAR,MEN'S,BLUE,Laurentian,December,1,Well-Known,HIGH,Weekend
-8427196.038,5687279.682,2022,2022/04/18 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,3103.04,GIANT,HYBRID,MEN'S,BLACK,Centretown,April,31,Well-Known,HIGH,Week_Day
-8433162.28,5683169.469,2022,2022/12/09 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1300,NORCO,HYBRID,MEN'S,GREEN,Laurentian,December,31,FAIRLY RECOGNIZED,AFFORDABLE,Weekend
-8450485.867,5663187.346,2022,2022/04/22 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1000,GIANT,HYBRID,MEN'S,GRAY,Centretown,April,0,Well-Known,LOW PRICE,Weekend
-8433162.28,5683169.469,2022,2022/12/09 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1300,NORCO,OTHER,MEN'S,GREEN,Laurentian,December,1,FAIRLY RECOGNIZED,AFFORDABLE,Weekend
-8426130.174,5686537.037,2022,2022/04/21 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1200,TREK,OTHER,UNISEX,GRAY,Centretown,April,1,Well-Known,AFFORDABLE,Week_Day
-8433162.28,5683169.469,2022,2022/12/09 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1400,TREK,REGULAR,MEN'S,SILK,Laurentian,December,0,Well-Known,AFFORDABLE,Weekend
-8426130.174,5686537.037,2022,2022/04/21 00:00:00+00,Thursday,SCHOOLS DURING SUPERVISED ACTIVITY,STOLEN,1200,TREK,MOUNTAIN,UNISEX,GRAY,Stittsville,April,1,Well-Known,AFFORDABLE,Week_Day
-8433162.28,5683169.469,2022,2022/12/09 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,STOLEN,1400,TREK,REGULAR,MEN'S,SILK,Laurentian,December,4,Well-Known,AFFORDABLE,Weekend
-8427267.865,5687928.305,2022,2022/12/07 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,200,RALEIGH,REGULAR,MEN'S,BLACK,Centretown,December,1,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8424870.095,5688305.195,2022,2022/12/09 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1100,KONA,REGULAR,MEN'S,ORANGE,Sandy Hill,December,4,Well-Known,AFFORDABLE,Weekend
-8427196.038,5687279.682,2022,2021/11/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,2300,CANNONDALE,REGULAR,MEN'S,BLACK,Centretown,November,9,Well-Known,AFFORDABLE,Week_Day
-8426034.019,5688556.776,2022,2022/12/08 00:00:00+00,Thursday,UNIVERSITIES / COLLEGES,STOLEN,700,MEC,MOUNTAIN,UNISEX,GRAY,Civic Hospital-Central Park,December,5,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8431132.063,5679169.172,2022,2022/12/07 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",STOLEN,844,PEUG,HYBRID,MEN'S,WHITE,Sandy Hill,December,1,FAIRLY RECOGNIZED,LOW PRICE,Week_Day
-8429641.58,5685296.013,2022,2022/12/07 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1000,SPECIALIZED,OTHER,MEN'S,GREEN,Centretown,December,9,Well-Known,LOW PRICE,Week_Day
-8427196.038,5687279.682,2022,2021/11/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,2300,CANNONDALE,REGULAR,MEN'S,BLACK,Centretown,November,61,Well-Known,AFFORDABLE,Week_Day
-8426175.476,5686643.02,2022,2022/12/05 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,300,GT,MOUNTAIN,UNISEX,GREEN,Centretown,December,33,Well-Known,VERY LOW PRICE,Week_Day
-8426175.476,5686643.02,2022,2022/12/05 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1000,NORCO,MOUNTAIN,UNISEX,GREEN,Centretown,December,21,FAIRLY RECOGNIZED,LOW PRICE,Week_Day
-8426175.476,5686643.02,2022,2022/12/05 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,300,GT,MOUNTAIN,UNISEX,GREEN,Centretown,December,33,Well-Known,VERY LOW PRICE,Week_Day
-8426175.476,5686643.02,2022,2022/12/05 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1000,NORCO,MOUNTAIN,UNISEX,GREEN,Centretown,December,0,FAIRLY RECOGNIZED,LOW PRICE,Week_Day
-8426175.476,5686643.02,2022,2022/12/05 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,300,GT,MOUNTAIN,UNISEX,GREEN,Centretown,December,42,Well-Known,VERY LOW PRICE,Week_Day
-8426175.476,5686643.02,2022,2022/12/05 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1000,NORCO,MOUNTAIN,UNISEX,GREEN,Centretown,December,1,FAIRLY RECOGNIZED,LOW PRICE,Week_Day
-8426175.476,5686643.02,2022,2022/12/05 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,300,GT,MOUNTAIN,UNISEX,GREEN,Centretown,December,42,Well-Known,VERY LOW PRICE,Week_Day
-8426175.476,5686643.02,2022,2022/12/05 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1000,NORCO,MOUNTAIN,UNISEX,GREEN,Centretown,December,1,FAIRLY RECOGNIZED,LOW PRICE,Week_Day
-8425907.057,5689870.099,2022,2022/10/07 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,500,SPECIALIZED,MOUNTAIN,MEN'S,WHITE,Byward Market,October,2,Well-Known,LOW PRICE,Weekend
-8425907.057,5689870.099,2022,2022/10/07 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,500,SPECIALIZED,OTHER,MEN'S,WHITE,Byward Market,October,2,Well-Known,LOW PRICE,Weekend
-8430335.22,5684730.584,2022,2022/11/10 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,749,SPECIALIZED,HYBRID,MEN'S,BLACK,Centretown,November,4,Well-Known,LOW PRICE,Week_Day
-8430335.22,5684730.584,2022,2022/11/10 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,749,SPECIALIZED,REGULAR,MEN'S,BLACK,Centretown,November,2,Well-Known,LOW PRICE,Week_Day
-8425813.698,5687546.964,2022,2022/12/02 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,2300,CANNONDALE,REGULAR,WOMEN'S,BLACK,Sandy Hill,December,1,Well-Known,AFFORDABLE,Weekend
-8425813.698,5687546.964,2022,2022/12/02 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",STOLEN,2300,CANNONDALE,REGULAR,WOMEN'S,BLACK,Laurentian,December,2,Well-Known,AFFORDABLE,Weekend
-8425711.948,5688756.198,2022,2022/12/05 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,500,REID,REGULAR,UNISEX,GRAY,Laurentian,December,1,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8433239.032,5662900.506,2022,2022/06/13 00:00:00+00,Monday,PARKING LOTS,STOLEN,500,CCM,RACER,MEN'S,BLUE,West Centretown,June,2,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8422091.974,5686398.388,2022,2022/12/03 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,2000,GOTRAX,HYBRID,UNISEX,BLACK,Riverview,December,0,LESS-RECOGNIZED,AFFORDABLE,Weekend
-8424696.201,5688042.31,2022,2022/12/02 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,500,ECLIPSE,REGULAR,UNISEX,BLACK,Sandy Hill,December,2,LESS-RECOGNIZED,LOW PRICE,Weekend
-8423946.385,5687969.952,2022,2022/11/27 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,90,CHEROKEE,OTHER,WOMEN'S,PURPLE,Sandy Hill,November,0,LESS-RECOGNIZED,VERY LOW PRICE,Weekend
-8428938.386,5684635.761,2022,2022/12/01 00:00:00+00,Thursday,UNIVERSITIES / COLLEGES,STOLEN,100,SUPERCYCLE,OTHER,UNISEX,RED,Civic Hospital-Central Park,December,7,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8433428.994,5682598.582,2022,2022/11/29 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,STOLEN,800,NORTHROCK,MOUNTAIN,MEN'S,BLACK,Laurentian,November,3,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8433428.994,5682598.582,2022,2022/11/29 00:00:00+00,Tuesday,UNIVERSITIES / COLLEGES,STOLEN,800,NORTHROCK,MOUNTAIN,MEN'S,BLACK,Laurentian,November,7,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8422641.305,5689376.911,2022,2022/11/14 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,1410,CANNONDALE,REGULAR,WOMEN'S,GRAY,Sandy Hill,November,3,Well-Known,AFFORDABLE,Week_Day
-8422641.305,5689376.911,2022,2022/11/14 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,1410,CANNONDALE,REGULAR,WOMEN'S,GRAY,Overbrook - McArthur,November,3,Well-Known,AFFORDABLE,Week_Day
-8424696.201,5688042.31,2022,2022/12/01 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1000,SCOTT,REGULAR,MEN'S,RED,Overbrook - McArthur,December,139,Well-Known,LOW PRICE,Week_Day
-8426088.83,5686434.028,2022,2022/11/23 00:00:00+00,Wednesday,PRIVATE PROPERTY STRUCTURE,STOLEN,800,CCM,MOUNTAIN,MEN'S,BLACK,Centretown,November,0,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8426088.83,5686434.028,2022,2022/11/23 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,800,CCM,REGULAR,MEN'S,BLACK,Centretown,November,1,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8426479.824,5686072.456,2022,2022/11/10 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,800,MANITOU,HYBRID,MEN'S,BLACK,Centretown,November,0,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8418635.033,5689776.611,2022,2022/11/28 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,800,KONA,HYBRID,MEN'S,BROWN,Carson Grove - Carson Meadows,November,139,Well-Known,LOW PRICE,Week_Day
-8418635.033,5689776.611,2022,2022/11/28 00:00:00+00,Monday,UNIVERSITIES / COLLEGES,STOLEN,800,KONA,REGULAR,MEN'S,BROWN,Carson Grove - Carson Meadows,November,0,Well-Known,LOW PRICE,Week_Day
-8418635.033,5689776.611,2022,2022/11/28 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,800,KONA,HYBRID,MEN'S,BROWN,Carson Grove - Carson Meadows,November,1,Well-Known,LOW PRICE,Week_Day
-8418635.033,5689776.611,2022,2022/11/28 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,800,KONA,HYBRID,MEN'S,BROWN,Carson Grove - Carson Meadows,November,1,Well-Known,LOW PRICE,Week_Day
-8424696.201,5688042.31,2022,2022/11/27 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,500,NORTHROCK,HYBRID,MEN'S,GRAY,Sandy Hill,November,1,LESS-RECOGNIZED,LOW PRICE,Weekend
-8433896.342,5677030.544,2022,2022/11/25 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,700,SPECIALIZED,HYBRID,MEN'S,BLACK,Braemar Park - Bel Air Heights - Copeland Park,November,1,Well-Known,LOW PRICE,Weekend
-8421122.927,5689819.105,2022,2022/11/23 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,845,MINELLI,HYBRID,MEN'S,GREEN,Overbrook - McArthur,November,1,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8426122.231,5689167.766,2022,2022/11/21 00:00:00+00,Monday,BAR OR RESTAURANT,STOLEN,800,MOUNTAIN,MOUNTAIN,MEN'S,BLACK,Byward Market,November,1,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8426122.231,5689167.766,2022,2022/11/21 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,800,MOUNTAIN,MOUNTAIN,WOMEN'S,PURPLE,Byward Market,November,1,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8420937.216,5681684.277,2022,2022/11/21 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,1500,KHS,OTHER,MEN'S,GRAY,Playfair Park - Lynda Park - Guildwood Estates,November,1,LESS-RECOGNIZED,AFFORDABLE,Week_Day
-8420937.216,5681684.277,2022,2022/11/21 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,1500,KHS,HYBRID,MEN'S,GRAY,Playfair Park - Lynda Park - Guildwood Estates,November,60,LESS-RECOGNIZED,AFFORDABLE,Week_Day
-8420937.216,5681684.277,2022,2022/11/21 00:00:00+00,Monday,PARKING LOTS,STOLEN,1500,KHS,MOUNTAIN,MEN'S,GRAY,Playfair Park - Lynda Park - Guildwood Estates,November,60,LESS-RECOGNIZED,AFFORDABLE,Week_Day
-8420937.216,5681684.277,2022,2022/11/21 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,1000,DEVINCI,OTHER,MEN'S,WHITE,Playfair Park - Lynda Park - Guildwood Estates,November,25,FAIRLY RECOGNIZED,LOW PRICE,Week_Day
-8420937.216,5681684.277,2022,2022/11/21 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,1000,DEVINCI,HYBRID,MEN'S,WHITE,Playfair Park - Lynda Park - Guildwood Estates,November,25,FAIRLY RECOGNIZED,LOW PRICE,Week_Day
-8420937.216,5681684.277,2022,2022/11/21 00:00:00+00,Monday,PARKING LOTS,STOLEN,1000,DEVINCI,TOURING,MEN'S,WHITE,Playfair Park - Lynda Park - Guildwood Estates,November,0,FAIRLY RECOGNIZED,LOW PRICE,Week_Day
-8433327.262,5683149.644,2022,2022/11/13 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,3049.87,LIVE,OTHER,WOMEN'S,BLACK,Laurentian,November,0,LESS-RECOGNIZED,HIGH,Weekend
-8433327.262,5683149.644,2022,2022/11/13 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",STOLEN,3049.87,LIVE,OTHER,WOMEN'S,BLACK,Laurentian,November,3,LESS-RECOGNIZED,HIGH,Weekend
-8433327.262,5683149.644,2022,2022/11/13 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,750,GIANT,OTHER,WOMEN'S,BLUE,Laurentian,November,3,Well-Known,LOW PRICE,Weekend
-8433327.262,5683149.644,2022,2022/11/13 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,750,GIANT,OTHER,WOMEN'S,BLUE,Laurentian,November,0,Well-Known,LOW PRICE,Weekend
-8433327.262,5683149.644,2022,2022/11/13 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,7594.31,NORCO,MOUNTAIN,WOMEN'S,RED,Laurentian,November,1,FAIRLY RECOGNIZED,LUXURY,Weekend
-8433327.262,5683149.644,2022,2022/11/13 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",STOLEN,7594.31,NORCO,HYBRID,WOMEN'S,RED,Laurentian,November,1,FAIRLY RECOGNIZED,LUXURY,Weekend
-8426116.675,5683988.677,2022,2022/11/12 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,2800,TARMAC,RACER,MEN'S,BLUE,Glebe - Dows Lake,November,1,LESS-RECOGNIZED,AFFORDABLE,Weekend
-8426116.675,5683988.677,2022,2022/11/12 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,377,TARMAC,OTHER,MEN'S,BLUE,Glebe - Dows Lake,November,6,LESS-RECOGNIZED,VERY LOW PRICE,Weekend
-8426116.675,5683988.677,2022,2022/11/12 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,1162,FELT,RACER,UNISEX,WHITE,Glebe - Dows Lake,November,1,Well-Known,AFFORDABLE,Weekend
-8426116.675,5683988.677,2022,2022/11/12 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,500,FELT,MOUNTAIN,UNISEX,WHITE,Glebe - Dows Lake,November,2,Well-Known,LOW PRICE,Weekend
-8426167.077,5687626.163,2022,2022/11/15 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1000,GIANT,HYBRID,MEN'S,BLACK,Centretown,November,2,Well-Known,LOW PRICE,Week_Day
-8426167.077,5687626.163,2022,2022/11/15 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,600,FUJI,HYBRID,WOMEN'S,BLACK,Centretown,November,17,Well-Known,LOW PRICE,Week_Day
-8426167.077,5687626.163,2022,2022/11/15 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,1000,GIANT,TOURING,MEN'S,BLACK,Centretown,November,17,Well-Known,LOW PRICE,Week_Day
-8426167.077,5687626.163,2022,2022/11/15 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,600,FUJI,TOURING,WOMEN'S,BLACK,Centretown,November,0,Well-Known,LOW PRICE,Week_Day
-8425014.185,5688545.014,2022,2022/11/17 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,425,TAKARA,HYBRID,MEN'S,WHITE,Sandy Hill,November,6,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8426167.077,5687626.163,2022,2022/11/16 00:00:00+00,Wednesday,PARKING LOTS,STOLEN,90,DEVINCI,OTHER,CHILD'S,BLUE,Centretown,November,6,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8426167.077,5687626.163,2022,2022/11/16 00:00:00+00,Wednesday,PARKING LOTS,STOLEN,90,DEVINCI,OTHER,CHILD'S,BLUE,Centretown,November,18,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8426167.077,5687626.163,2022,2022/11/16 00:00:00+00,Wednesday,PARKING LOTS,STOLEN,90,CCM,OTHER,CHILD'S,BLUE,Centretown,November,0,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8426167.077,5687626.163,2022,2022/11/16 00:00:00+00,Wednesday,OPEN AREAS,STOLEN,90,CCM,OTHER,CHILD'S,BLUE,Centretown,November,0,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8426167.077,5687626.163,2022,2022/10/29 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,490,TRIBAN,REGULAR,MEN'S,SILK,Centretown,October,0,LESS-RECOGNIZED,LOW PRICE,Weekend
-8426167.077,5687626.163,2022,2022/10/29 00:00:00+00,Saturday,PARKING LOTS,STOLEN,490,TRIBAN,OTHER,MEN'S,SILK,Centretown,October,0,LESS-RECOGNIZED,LOW PRICE,Weekend
-8426167.077,5687626.163,2022,2022/10/29 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,490,TRIBAN,HYBRID,MEN'S,SILK,Centretown,October,1,LESS-RECOGNIZED,LOW PRICE,Weekend
-8432807.364,5682026.586,2022,2022/11/12 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,800,GIANT,REGULAR,MEN'S,SILK,Laurentian,November,0,Well-Known,LOW PRICE,Weekend
-8448704.898,5671982.967,2022,2022/11/13 00:00:00+00,Sunday,PRIVATE PROPERTY STRUCTURE,STOLEN,100,SUPERCYCLE,HYBRID,UNISEX,BLACK,Beaverbrook,November,1,FAIRLY RECOGNIZED,VERY LOW PRICE,Weekend
-8425663.641,5685918.699,2022,2022/10/05 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,1000,LOUG,OTHER,MEN'S,BLACK,Glebe - Dows Lake,October,2,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8447274.409,5666538.655,2022,2022/11/01 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,600,OTHER,MOUNTAIN,CHILD'S,BLUE,Glen Cairn - Kanata South Business Park,November,2,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8447274.409,5666538.655,2022,2022/11/01 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,600,OTHER,REGULAR,CHILD'S,BLUE,Glen Cairn - Kanata South Business Park,November,1,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8429490.673,5676001.234,2022,2022/11/12 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,800,GT,OTHER,MEN'S,BLUE,Borden Farm - Fisher Glen,November,1,Well-Known,LOW PRICE,Weekend
-8426937,5681425.815,2022,2022/11/13 00:00:00+00,Sunday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,STOLEN,500,FUJI,MOUNTAIN,WOMEN'S,BLUE,Carleton University,November,1,Well-Known,LOW PRICE,Weekend
-8425134.587,5688289.587,2022,2022/11/11 00:00:00+00,Friday,UNIVERSITIES / COLLEGES,STOLEN,600,RALEIGH,REGULAR,MEN'S,GRAY,Sandy Hill,November,1,FAIRLY RECOGNIZED,LOW PRICE,Weekend
-8425440.091,5689053.181,2022,2022/11/11 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,STOLEN,1100,CANNONDALE,RACER,MEN'S,BLACK,Ledbury - Heron Gate - Ridgemont,November,1,Well-Known,AFFORDABLE,Weekend
-8425440.091,5689053.181,2022,2022/11/11 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",STOLEN,300,TREK,HYBRID,MEN'S,BLACK,Ledbury - Heron Gate - Ridgemont,November,1,Well-Known,VERY LOW PRICE,Weekend
-8422136.797,5679924.395,2022,2022/11/10 00:00:00+00,Thursday,PRIVATE PROPERTY STRUCTURE,STOLEN,1200,TREK,MOUNTAIN,WOMEN'S,BLACK,Ledbury - Heron Gate - Ridgemont,November,7,Well-Known,AFFORDABLE,Week_Day
-8422136.797,5679924.395,2022,2022/11/10 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1200,TREK,HYBRID,WOMEN'S,BLACK,Ledbury - Heron Gate - Ridgemont,November,7,Well-Known,AFFORDABLE,Week_Day
-8422136.797,5679924.395,2022,2022/11/10 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",STOLEN,1000,CANNONDALE,HYBRID,MEN'S,GRAY,Ledbury - Heron Gate - Ridgemont,November,7,Well-Known,LOW PRICE,Week_Day
-8422136.797,5679924.395,2022,2022/11/10 00:00:00+00,Thursday,PRIVATE PROPERTY STRUCTURE,STOLEN,1000,CANNONDALE,HYBRID,MEN'S,GRAY,Ledbury - Heron Gate - Ridgemont,November,7,Well-Known,LOW PRICE,Week_Day
-8422136.797,5679924.395,2022,2022/11/10 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1200,TREK,HYBRID,WOMEN'S,GREEN,Lindenlea - New Edinburgh,November,7,Well-Known,AFFORDABLE,Week_Day
-8422136.797,5679924.395,2022,2022/11/10 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1200,TREK,HYBRID,WOMEN'S,GREEN,Lindenlea - New Edinburgh,November,7,Well-Known,AFFORDABLE,Week_Day
-8424761.45,5689198.998,2022,2022/11/10 00:00:00+00,Thursday,UNIVERSITIES / COLLEGES,STOLEN,500,OPUS,MOUNTAIN,WOMEN'S,BLACK,Sandy Hill,November,7,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8424761.45,5689198.998,2022,2022/11/10 00:00:00+00,Thursday,DWELLING UNIT,STOLEN,500,FUJI,MOUNTAIN,WOMEN'S,BLACK,Sandy Hill,November,7,Well-Known,LOW PRICE,Week_Day
-8424952.401,5691166.054,2022,2022/11/07 00:00:00+00,Monday,PRIVATE PROPERTY STRUCTURE,STOLEN,1200,SPECIALIZED,HYBRID,MEN'S,RED,Sandy Hill,November,7,Well-Known,AFFORDABLE,Week_Day
-8424952.401,5691166.054,2022,2022/11/07 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1200,SPECIALIZED,HYBRID,MEN'S,RED,Sandy Hill,November,7,Well-Known,AFFORDABLE,Week_Day
-8425807.666,5689141.116,2022,2022/11/10 00:00:00+00,Thursday,PRIVATE PROPERTY STRUCTURE,STOLEN,800,MOOSE,MOUNTAIN,MEN'S,BLACK,Chapel Hill North,November,3,LESS-RECOGNIZED,LOW PRICE,Week_Day
