X,Y,Year,Occurrence,Occurren_Day,Location_T,Bicycle_Status,Bicycle_Value,Bicycle_Make,Bicycle_Type,Bicycle_Frame,Bicycle_Color,Ottawa_Neighboirhood,Month,Diff_Rep_Occu,Brand_Popularity,Range_Price,Weekend_or_WeekDay
-8426397.568,5688995.991,2018,2018/09/22 00:00:00+00,Saturday,OPEN AREAS,STOLEN,1795,GIANT,TOURING,MEN'S,BLACK,West Centretown,September,1,Well-Known,AFFORDABLE,Weekend
-8423897.244,5690791.765,2018,2018/07/30 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,567,GIANT,REGULAR,WOMEN'S,TURQUOISE,Centretown,July,1,Well-Known,LOW PRICE,Week_Day
-8427410.968,5686252.967,2018,2018/07/28 00:00:00+00,Monday,PARKING LOTS,STOLEN,150,SPORTEK,MOUNTAIN,MEN'S,YELLOW,Hintonburg - Mechanicsville,July,195,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8426453.135,5690224.465,2018,2018/07/28 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",STOLEN,250,WICKED,MOUNTAIN,MEN'S,BLACK,Byward Market,July,18,LESS-RECOGNIZED,VERY LOW PRICE,Weekend
-8426469.863,5689787.258,2018,2018/07/28 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",STOLEN,300,GIANT,HYBRID,MEN'S,BLACK,Bells Corners West,July,1,Well-Known,VERY LOW PRICE,Weekend
-8442987.491,5671422.191,2018,2018/07/28 00:00:00+00,Sunday,DWELLING UNIT,STOLEN,400,GIANT,MOUNTAIN,UNISEX,GRAY,Byward Market,July,120,Well-Known,VERY LOW PRICE,Weekend
-8433677.562,5676632.687,2018,2018/07/26 00:00:00+00,Sunday,PARKING LOTS,STOLEN,1600,NORCO,RACER,MEN'S,GRAY,Centrepointe,July,1,FAIRLY RECOGNIZED,AFFORDABLE,Weekend
-8426453.135,5690224.465,2018,2018/07/28 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",STOLEN,650,TREK,HYBRID,MEN'S,GRAY,Bells Corners West,July,20,Well-Known,LOW PRICE,Weekend
-8442987.491,5671422.191,2018,2018/07/28 00:00:00+00,Sunday,DWELLING UNIT,STOLEN,500,GARY FISHER,MOUNTAIN,MEN'S,GREEN,Byward Market,July,20,LESS-RECOGNIZED,LOW PRICE,Weekend
-8432456.014,5683736.371,2018,2018/07/27 00:00:00+00,Saturday,PARKING LOTS,STOLEN,3500,DEVINCI,MOUNTAIN,MEN'S,WHITE,Westboro,July,0,FAIRLY RECOGNIZED,HIGH,Weekend
-8432456.014,5683736.371,2018,2018/07/27 00:00:00+00,Saturday,PARKING LOTS,STOLEN,3000,SPECIALIZED,MOUNTAIN,MEN'S,BLACK,Westboro,July,123,Well-Known,AFFORDABLE,Weekend
-8425630.383,5689080.801,2018,2018/07/28 00:00:00+00,Saturday,"STREETS, ROADS, HIGHWAYS",STOLEN,600,SCOTT,MOUNTAIN,UNISEX,BLUE,Byward Market,July,32,Well-Known,LOW PRICE,Weekend
-8426194.266,5687182.615,2018,2018/07/28 00:00:00+00,Saturday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,STOLEN,150,TRIBAN,MOUNTAIN,MEN'S,BLUE,Centretown,July,123,LESS-RECOGNIZED,VERY LOW PRICE,Weekend
-8401156.21,5692822.863,2018,2018/07/22 00:00:00+00,Saturday,PARKING LOTS,STOLEN,150,SUPERCYCLE,MOUNTAIN,MEN'S,GREEN,Portobello South,July,32,FAIRLY RECOGNIZED,VERY LOW PRICE,Weekend
-8426977.237,5687973.936,2018,2018/07/26 00:00:00+00,Friday,PARKING LOTS,STOLEN,1000,KONA,OTHER,MEN'S,BLACK,Chapman Mills,July,1,Well-Known,LOW PRICE,Weekend
-8424678.991,5688213.33,2018,2018/07/27 00:00:00+00,Friday,UNIVERSITIES / COLLEGES,STOLEN,1899,GIANT,HYBRID,WOMEN'S,BLACK,Westboro,July,1,Well-Known,AFFORDABLE,Weekend
-8426977.237,5687973.936,2018,2018/07/26 00:00:00+00,Friday,PARKING LOTS,STOLEN,1000,GIANT,HYBRID,MEN'S,BLACK,Civic Hospital-Central Park,July,3,Well-Known,LOW PRICE,Weekend
-8430959.536,5679270.222,2018,2018/07/26 00:00:00+00,Friday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,STOLEN,800,TRACK,OTHER,MEN'S,BLACK,Centretown,July,3,LESS-RECOGNIZED,LOW PRICE,Weekend
-8440849.868,5672027.046,2018,2018/06/29 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,100,CCM,TOURING,WOMEN'S,BLUE,Centretown,June,71,LESS-RECOGNIZED,VERY LOW PRICE,Weekend
-8437482.5,5675694.426,2017,2017/09/25 00:00:00+00,Tuesday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,STOLEN,260,REEBOK,MOUNTAIN,WOMEN'S,WHITE,Qualicum - Redwood Park,September,0,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8420697.313,5682186.738,2018,2018/07/21 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,STOLEN,600,NORCO,MOUNTAIN,MEN'S,BLUE,Centretown,July,0,FAIRLY RECOGNIZED,LOW PRICE,Weekend
-8431120.876,5664134.426,2018,2018/07/26 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1000,MOUNTAIN,MOUNTAIN,MEN'S,GRAY,Chapman Mills,July,2,LESS-RECOGNIZED,LOW PRICE,Weekend
-8431645.198,5683325.062,2018,2018/07/21 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,STOLEN,600,JAMIS,HYBRID,MEN'S,GRAY,Bells Corners East,July,4,FAIRLY RECOGNIZED,LOW PRICE,Weekend
-8426339.167,5687913.319,2018,2018/07/27 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",STOLEN,240,SPECIALIZED,REGULAR,MEN'S,GRAY,Playfair Park - Lynda Park - Guildwood Estates,July,0,Well-Known,VERY LOW PRICE,Weekend
-8431120.876,5664134.426,2018,2018/07/26 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,600,GIANT,MOUNTAIN,WOMEN'S,GRAY,Playfair Park - Lynda Park - Guildwood Estates,July,0,Well-Known,LOW PRICE,Weekend
-8427097.21,5687636.899,2018,2018/07/26 00:00:00+00,Friday,OPEN AREAS,STOLEN,109,NOVEDO,MOUNTAIN,WOMEN'S,GREEN,Sandy Hill,July,0,LESS-RECOGNIZED,VERY LOW PRICE,Weekend
-8431120.876,5664134.426,2018,2018/07/26 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1500,MIELE,TOURING,MEN'S,GREEN,Centretown,July,77,LESS-RECOGNIZED,AFFORDABLE,Weekend
-8420697.313,5682186.738,2018,2018/07/21 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,STOLEN,900,SPECIALIZED,OTHER,MEN'S,SILK,Chapman Mills,July,1,Well-Known,LOW PRICE,Weekend
-8403690.359,5696752.422,2018,2018/07/26 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,125,SCHWINN,MOUNTAIN,MEN'S,BLUE,Fallingbrook,July,1,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8424439.467,5689054.61,2018,2018/07/25 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",STOLEN,550,KROSSPORT,HYBRID,MEN'S,WHITE,Sandy Hill,July,8,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8425171.31,5684605.078,2018,2018/07/26 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,700,SPECIALIZED,RACER,WOMEN'S,WHITE,Westboro,July,0,Well-Known,LOW PRICE,Week_Day
-8432456.014,5683736.371,2018,2018/07/26 00:00:00+00,Thursday,PARKING LOTS,STOLEN,1950,TREK,RACER,MEN'S,WHITE,Fallingbrook,July,1,Well-Known,AFFORDABLE,Week_Day
-8432456.014,5683736.371,2018,2018/07/26 00:00:00+00,Thursday,PARKING LOTS,STOLEN,963,NORCO,RACER,WOMEN'S,BLACK,Glebe - Dows Lake,July,1,FAIRLY RECOGNIZED,LOW PRICE,Week_Day
-8432456.014,5683736.371,2018,2018/07/26 00:00:00+00,Thursday,PARKING LOTS,STOLEN,12600,SPECIALIZED,RACER,WOMEN'S,BLACK,Portobello South,July,3,Well-Known,LUXURY,Week_Day
-8401012.114,5692688.235,2018,2018/07/25 00:00:00+00,Thursday,PRIVATE PROPERTY STRUCTURE,STOLEN,100,RALEIGH,REGULAR,MEN'S,BLUE,Portobello South,July,2,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8401012.114,5692688.235,2018,2018/07/25 00:00:00+00,Thursday,PRIVATE PROPERTY STRUCTURE,STOLEN,100,SUPERCYCLE,REGULAR,UNISEX,BLUE,Westboro,July,2,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8403450.925,5695748.043,2018,2018/07/26 00:00:00+00,Thursday,PARKING LOTS,STOLEN,800,NITRO,MOUNTAIN,MEN'S,BLACK,Westboro,July,0,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8436611.298,5678965.36,2018,2018/07/19 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,500,RALEIGH,MOUNTAIN,MEN'S,GRAY,Britannia Village,July,1,FAIRLY RECOGNIZED,LOW PRICE,Week_Day
-8436611.298,5678965.36,2018,2018/07/19 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,800,SCOTT,HYBRID,MEN'S,GREEN,Britannia Village,July,0,Well-Known,LOW PRICE,Week_Day
-8426977.237,5687973.936,2018,2018/07/24 00:00:00+00,Tuesday,OPEN AREAS,STOLEN,500,TREK,HYBRID,MEN'S,WHITE,Centretown,July,5,Well-Known,LOW PRICE,Week_Day
-8427210.271,5684973.992,2018,2018/07/23 00:00:00+00,Tuesday,PARKING LOTS,STOLEN,400,DIAMONDBACK,HYBRID,MEN'S,WHITE,Centretown,July,1,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8427210.271,5684973.992,2018,2018/07/23 00:00:00+00,Tuesday,PARKING LOTS,STOLEN,150,RALEIGH,HYBRID,WOMEN'S,WHITE,Centretown,July,1,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8427506.832,5686991.832,2018,2018/07/23 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",STOLEN,700,SPECIALIZED,HYBRID,MEN'S,BLACK,Greenboro East,July,0,Well-Known,LOW PRICE,Week_Day
-8427210.271,5684973.992,2018,2018/07/23 00:00:00+00,Tuesday,PARKING LOTS,STOLEN,150,CCM,MOUNTAIN,MEN'S,BLACK,Glebe - Dows Lake,July,2,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8429981.651,5681706.035,2018,2018/07/21 00:00:00+00,Tuesday,DWELLING UNIT,STOLEN,600,KONA,MOUNTAIN,UNISEX,BLUE,Elmvale - Canterbury,July,0,Well-Known,LOW PRICE,Week_Day
-8421892.109,5693537.982,2018,2018/07/24 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,700,GHOST,HYBRID,MEN'S,BLUE,Centretown,July,0,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8420633.699,5678804.907,2018,2018/07/10 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,850,TREK,HYBRID,UNISEX,BROWN,West Centretown,July,2,Well-Known,LOW PRICE,Week_Day
-8426977.237,5687973.936,2018,2018/07/24 00:00:00+00,Tuesday,OPEN AREAS,STOLEN,800,MARLIN,MOUNTAIN,MEN'S,GRAY,Carlington,July,1,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8428170.744,5685344.449,2018,2018/07/23 00:00:00+00,Tuesday,SCHOOLS DURING SUPERVISED ACTIVITY,STOLEN,650,GIANT,OTHER,MEN'S,GRAY,Manor Park,July,1,Well-Known,LOW PRICE,Week_Day
-8419943.482,5684893.093,2018,2018/07/18 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",RECOVERED,162,NORCO,REGULAR,MEN'S,BLACK,Glebe - Dows Lake,July,1,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8425388.33,5686849.115,2018,2018/07/23 00:00:00+00,Tuesday,DWELLING UNIT,STOLEN,110,CCM,REGULAR,WOMEN'S,RED,West Centretown,July,1,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8426759.867,5684651.357,2018,2018/07/20 00:00:00+00,Monday,PRIVATE PROPERTY STRUCTURE,STOLEN,2300,TREK,HYBRID,MEN'S,WHITE,Centretown,July,1,Well-Known,AFFORDABLE,Week_Day
-8433475.507,5683523.446,2018,2018/07/23 00:00:00+00,Monday,OTHER PUBLIC TRANSPORTATION AND CONNECTED FACILITIES,STOLEN,350,TREK,HYBRID,WOMEN'S,BEIGE,Island Park - Wellington Village,July,1,Well-Known,VERY LOW PRICE,Week_Day
-8431835.404,5684117.137,2018,2018/07/18 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",STOLEN,500,SCOTT,HYBRID,MEN'S,BLACK,Glebe - Dows Lake,July,1,Well-Known,LOW PRICE,Week_Day
-8427020.23,5687510.547,2018,2018/07/23 00:00:00+00,Monday,PARKING LOTS,STOLEN,600,TREK,HYBRID,MEN'S,BLACK,Centretown,July,1,Well-Known,LOW PRICE,Week_Day
-8427097.21,5687636.899,2018,2018/07/20 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",STOLEN,200,KONA,HYBRID,WOMEN'S,BLUE,Centrepointe,July,1,Well-Known,VERY LOW PRICE,Week_Day
-8433677.562,5676632.687,2018,2018/07/23 00:00:00+00,Monday,UNIVERSITIES / COLLEGES,STOLEN,500,JAMIS,MOUNTAIN,UNISEX,GRAY,Westboro,July,3,FAIRLY RECOGNIZED,LOW PRICE,Week_Day
-8434349.971,5680429.315,2018,2018/07/20 00:00:00+00,Sunday,PARKING LOTS,STOLEN,400,DIADORA,HYBRID,WOMEN'S,WHITE,Laurentian,July,3,LESS-RECOGNIZED,VERY LOW PRICE,Weekend
-8426901.994,5685949.688,2018,2018/07/21 00:00:00+00,Sunday,DWELLING UNIT,STOLEN,750,GIANT,RACER,MEN'S,BLACK,Centretown,July,1,Well-Known,LOW PRICE,Weekend
-8427097.21,5687636.899,2018,2018/07/22 00:00:00+00,Sunday,DWELLING UNIT,STOLEN,1800,MEC,HYBRID,WOMEN'S,GRAY,Centretown,July,1,LESS-RECOGNIZED,AFFORDABLE,Weekend
-8439102.301,5676285.342,2018,2018/07/20 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,100,CHEROKEE,MOUNTAIN,WOMEN'S,WHITE,Carlingwood West - Glabar Park - McKellar Heights,July,68,LESS-RECOGNIZED,VERY LOW PRICE,Weekend
-8420585.512,5678524.957,2018,2018/07/20 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,200,SUPERCYCLE,MOUNTAIN,MEN'S,BLACK,Centretown,July,1,FAIRLY RECOGNIZED,VERY LOW PRICE,Weekend
-8439102.301,5676285.342,2018,2018/07/20 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,100,WALMART,MOUNTAIN,MEN'S,BLACK,Greenboro East,July,3,LESS-RECOGNIZED,VERY LOW PRICE,Weekend
-8431452.117,5664826.635,2018,2018/07/20 00:00:00+00,Saturday,PRIVATE PROPERTY STRUCTURE,STOLEN,500,MOUNTAIN,MOUNTAIN,MEN'S,BLACK,Hintonburg - Mechanicsville,July,0,LESS-RECOGNIZED,LOW PRICE,Weekend
-8424369.459,5687726.593,2018,2018/07/21 00:00:00+00,Saturday,UNIVERSITIES / COLLEGES,STOLEN,799,TREK,HYBRID,MEN'S,BLACK,Bayshore - Belltown,July,0,Well-Known,LOW PRICE,Weekend
-8426977.237,5687973.936,2018,2018/07/20 00:00:00+00,Saturday,OPEN AREAS,STOLEN,300,APOLLO,TOURING,MEN'S,BLUE,Bayshore - Belltown,July,7,LESS-RECOGNIZED,VERY LOW PRICE,Weekend
-8425690.607,5687340.22,2018,2018/07/20 00:00:00+00,Saturday,"STREETS, ROADS, HIGHWAYS",STOLEN,950,BERTRAND,RACER,MEN'S,BLUE,Bayshore - Belltown,July,19,LESS-RECOGNIZED,LOW PRICE,Weekend
-8435874.611,5679288.095,2018,2018/07/18 00:00:00+00,Saturday,TRANSIT BUS / BUS SHELTER,STOLEN,300,DIAMONDBACK,HYBRID,WOMEN'S,BLUE,Centretown,July,5,LESS-RECOGNIZED,VERY LOW PRICE,Weekend
-8429790.201,5685638.574,2018,2018/07/21 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,1000,TREK,MOUNTAIN,MEN'S,GRAY,Old Barrhaven East,July,1,Well-Known,LOW PRICE,Weekend
-8426937,5681425.815,2018,2018/07/21 00:00:00+00,Saturday,UNIVERSITIES / COLLEGES,RECOVERED,800,TREK,MOUNTAIN,UNISEX,GREEN,Sandy Hill,July,1,Well-Known,LOW PRICE,Weekend
-8439102.301,5676285.342,2018,2018/07/20 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,100,CHEROKEE,MOUNTAIN,CHILD'S,RED,Carleton University,July,8,LESS-RECOGNIZED,VERY LOW PRICE,Weekend
-8422505.178,5690496.252,2018,2018/07/19 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",STOLEN,500,SPECIALIZED,RACER,MEN'S,BLACK,Westboro,July,8,Well-Known,LOW PRICE,Weekend
-8422136.797,5679924.395,2018,2018/07/19 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,1500,DEVINCI,MOUNTAIN,MEN'S,BLACK,Overbrook - McArthur,July,1,FAIRLY RECOGNIZED,AFFORDABLE,Weekend
-8429041.623,5664708.199,2018,2018/07/20 00:00:00+00,Friday,PARKING LOTS,STOLEN,800,TREK,MOUNTAIN,MEN'S,BLACK,Centrepointe,July,1,Well-Known,LOW PRICE,Weekend
-8433368.048,5684590.808,2018,2018/07/20 00:00:00+00,Friday,TRANSIT BUS / BUS SHELTER,STOLEN,550,DEVINCI,HYBRID,WOMEN'S,BLACK,Vanier South,July,0,FAIRLY RECOGNIZED,LOW PRICE,Weekend
-8422641.305,5689376.911,2018,2018/07/20 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,847,SPECIALIZED,HYBRID,MEN'S,BLUE,Chapman Mills,July,5,Well-Known,LOW PRICE,Weekend
-8426087.522,5689607.84,2018,2018/07/19 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",STOLEN,1200,TREK,MOUNTAIN,UNISEX,BLUE,Ledbury - Heron Gate - Ridgemont,July,0,Well-Known,AFFORDABLE,Weekend
-8426087.522,5689607.84,2018,2018/07/19 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",STOLEN,600,KONA,HYBRID,MEN'S,GREEN,Westboro,July,1,Well-Known,LOW PRICE,Weekend
-8433368.048,5684590.808,2018,2018/07/20 00:00:00+00,Friday,TRANSIT BUS / BUS SHELTER,FOUND,800,CCM,MOUNTAIN,MEN'S,GRAY,Byward Market,July,1,LESS-RECOGNIZED,LOW PRICE,Weekend
-8427492.303,5685647.362,2018,2018/07/19 00:00:00+00,Friday,PARKING LOTS,STOLEN,430,HUFFY,MOUNTAIN,UNISEX,GRAY,West Centretown,July,0,FAIRLY RECOGNIZED,LOW PRICE,Weekend
-8433648.215,5675636,2018,2018/07/19 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,1200,ECLIPSE,OTHER,MEN'S,RED,Byward Market,July,13,LESS-RECOGNIZED,AFFORDABLE,Weekend
-8426248.08,5686208.538,2018,2018/07/19 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",SEIZED,800,NORCO,MOUNTAIN,MEN'S,BLUE,Centretown,July,3,FAIRLY RECOGNIZED,LOW PRICE,Week_Day
-8424402.34,5686073.419,2018,2018/07/19 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,100,SCHWINN,MOUNTAIN,UNISEX,WHITE,Iris - Queensway Terrance South,July,0,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8424936.048,5689096.584,2018,2018/07/15 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",STOLEN,500,GIANT,HYBRID,WOMEN'S,WHITE,Centretown,July,0,Well-Known,LOW PRICE,Week_Day
-8425726.25,5686906.762,2018,2018/07/19 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,400,K2,MOUNTAIN,MEN'S,BLACK,Centretown,July,0,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8427557.886,5687076.352,2018,2018/07/18 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",STOLEN,400,MARLIN,REGULAR,MEN'S,BLACK,Centretown,July,0,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8435257.571,5676375.856,2018,2018/07/18 00:00:00+00,Thursday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,STOLEN,620,TREK,HYBRID,MEN'S,BLACK,Sandy Hill,July,8,Well-Known,LOW PRICE,Week_Day
-8426167.077,5687626.163,2018,2018/07/15 00:00:00+00,Thursday,PARKING LOTS,STOLEN,1599,GIANT,RACER,MEN'S,BLUE,Iris - Queensway Terrance South,July,8,Well-Known,AFFORDABLE,Week_Day
-8435257.571,5676375.856,2018,2018/07/19 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,350,CCM,MOUNTAIN,MEN'S,GRAY,Centretown,July,0,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8425089.752,5688668.529,2018,2018/07/18 00:00:00+00,Thursday,UNIVERSITIES / COLLEGES,STOLEN,300,CANADIAN TIRE,REGULAR,MEN'S,GRAY,Sandy Hill,July,0,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8419267.887,5692180.506,2018,2018/07/08 00:00:00+00,Thursday,PARKING LOTS,STOLEN,370,NORTHROCK,MOUNTAIN,MEN'S,GRAY,Old Ottawa East,July,1,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8426757.897,5687277.24,2018,2018/07/19 00:00:00+00,Thursday,HOMELESS SHELTER,STOLEN,400,CCM,MOUNTAIN,UNISEX,BLACK,Centretown,July,1,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8424936.048,5689096.584,2018,2018/07/15 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",STOLEN,400,REDLINE,MOUNTAIN,MEN'S,RED,Iris - Queensway Terrance South,July,1,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8431141.909,5666592.106,2018,2018/07/19 00:00:00+00,Thursday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,STOLEN,550,CCM,RACER,UNISEX,RED,Carson Grove - Carson Meadows,July,0,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8435257.571,5676375.856,2018,2018/07/19 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,400,TREK,HYBRID,MEN'S,RED,Sandy Hill,July,0,Well-Known,VERY LOW PRICE,Week_Day
-8426757.897,5687277.24,2018,2018/07/19 00:00:00+00,Thursday,HOMELESS SHELTER,STOLEN,400,BMX,BMX,MEN'S,YELLOW,Centretown,July,1,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8425089.752,5688668.529,2018,2018/07/15 00:00:00+00,Wednesday,UNIVERSITIES / COLLEGES,STOLEN,630,GIANT,HYBRID,WOMEN'S,WHITE,Sandy Hill,July,0,Well-Known,LOW PRICE,Week_Day
-8426699.45,5688015.405,2018,2018/07/18 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",STOLEN,300,MERIDA,MOUNTAIN,MEN'S,WHITE,Sandy Hill,July,5,Well-Known,VERY LOW PRICE,Week_Day
-8425171.31,5684605.078,2018,2018/04/22 00:00:00+00,Wednesday,OPEN AREAS,STOLEN,800,SPECIALIZED,RACER,WOMEN'S,BLACK,Sandy Hill,April,0,Well-Known,LOW PRICE,Week_Day
-8423978.581,5689796.184,2018,2018/07/13 00:00:00+00,Wednesday,DWELLING UNIT,STOLEN,250,GT,MOUNTAIN,MEN'S,BLACK,Sandy Hill,July,11,Well-Known,VERY LOW PRICE,Week_Day
-8428170.744,5685344.449,2018,2018/07/18 00:00:00+00,Wednesday,SCHOOLS DURING SUPERVISED ACTIVITY,STOLEN,271,SUPERCYCLE,HYBRID,MEN'S,BLACK,Sandy Hill,July,1,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8426034.019,5688556.776,2018,2018/07/18 00:00:00+00,Wednesday,OPEN AREAS,STOLEN,1410,GIANT,HYBRID,MEN'S,BLACK,Glebe - Dows Lake,July,0,Well-Known,AFFORDABLE,Week_Day
-8426339.167,5687913.319,2018,2018/07/18 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",STOLEN,3500,GT,RACER,MEN'S,BLUE,Centretown,July,1,Well-Known,HIGH,Week_Day
-8424365.539,5688402.792,2018,2018/07/17 00:00:00+00,Wednesday,OPEN AREAS,STOLEN,250,HUFFY,MOUNTAIN,MEN'S,BLUE,Sandy Hill,July,1,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8425089.752,5688668.529,2018,2018/07/15 00:00:00+00,Wednesday,UNIVERSITIES / COLLEGES,STOLEN,200,CANNONDALE,RACER,WOMEN'S,GREEN,Centretown,July,3,Well-Known,VERY LOW PRICE,Week_Day
-8424365.539,5688402.792,2018,2018/07/17 00:00:00+00,Wednesday,OPEN AREAS,STOLEN,800,SCHWINN,TANDEM,UNISEX,GRAY,Sandy Hill,July,1,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8428011.224,5685661.051,2018,2018/07/18 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,630,CANNONDALE,HYBRID,MEN'S,BLACK,Sandy Hill,July,0,Well-Known,LOW PRICE,Week_Day
-8424365.539,5688402.792,2018,2018/07/17 00:00:00+00,Wednesday,OPEN AREAS,STOLEN,200,MONGOOSE,HYBRID,MEN'S,PURPLE,Vanier South,July,3,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8425386.179,5688955.634,2018,2018/07/15 00:00:00+00,Wednesday,UNKNOWN,STOLEN,100,SUPERCYCLE,MOUNTAIN,MEN'S,RED,Sandy Hill,July,0,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8425770.758,5688849.568,2018,2018/07/18 00:00:00+00,Wednesday,OPEN AREAS,STOLEN,500,MOUNTAIN,MOUNTAIN,MEN'S,RED,Sandy Hill,July,0,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8424365.539,5688402.792,2018,2018/07/17 00:00:00+00,Wednesday,OPEN AREAS,STOLEN,200,CCM,MOUNTAIN,MEN'S,RED,Sandy Hill,July,0,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8423978.581,5689796.184,2018,2018/07/13 00:00:00+00,Wednesday,DWELLING UNIT,STOLEN,600,TREK,MOUNTAIN,MEN'S,SILK,Centretown,July,56,Well-Known,LOW PRICE,Week_Day
-8421541.937,5690156.152,2018,2018/07/16 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,250,SUPERCYCLE,REGULAR,MEN'S,SILK,Trend-Arlington,July,2,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
